n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        q_max(m^2/s)
 21610.20000  6818.05000     0.00000     0.00000
 22823.20000  2421.14000     0.00000   866.95670
 20397.30000  9622.97000     0.00000     0.00000
  4780.69000  6271.31000     0.00000     0.00000
 11224.40000  6742.24000     0.00000     0.00000
 17289.10000  7803.56000     0.00000     0.00000
 16834.30000  8940.69000     0.00000     0.00000
 11224.40000  7272.90000     0.00000  1366.72710
 13195.50000  8334.22000     0.00000     0.00000
 17971.40000  5529.30000     0.00000  1818.53390
 22595.70000  4771.21000     0.00000   900.04310
 25249.00000  3785.70000     0.00000  1156.47010
 21686.00000  6818.05000     0.00000     0.00000
 22899.00000  2421.14000     0.00000   866.95250
 20473.10000  9622.97000     0.00000     0.00000
  4562.65000  6220.97000     0.00000     0.00000
 11148.60000  6742.24000     0.00000     0.00000
 17364.90000  7803.56000     0.00000     0.00000
 16910.10000  8940.69000     0.00000     0.00000
 11300.20000  7272.90000     0.00000  1451.86820
 13271.30000  8334.22000     0.00000     0.00000
 18047.20000  5529.30000     0.00000   926.21860
 22671.50000  4771.21000     0.00000   900.03610
 25324.80000  3785.70000     0.00000   867.99650
 21761.80000  6818.05000     0.00000     0.00000
 22974.80000  2421.14000     0.00000   866.95510
 20548.90000  9622.97000     0.00000     0.00000
  4661.22000  6243.73000     0.00000     0.00000
 11148.60000  6708.37000     0.00000     0.00000
 17440.70000  7803.56000     0.00000     0.00000
 16985.90000  8940.69000     0.00000     0.00000
 11376.00000  7272.90000     0.00000  1470.66490
 13347.10000  8334.22000     0.00000     0.00000
 18123.00000  5529.30000     0.00000  1850.94060
 22747.40000  4771.21000     0.00000     0.00000
 25400.70000  3785.70000     0.00000   867.99630
 21837.60000  6818.05000     0.00000     0.00000
 23050.60000  2421.14000     0.00000   866.93870
 20624.70000  9622.97000     0.00000     0.00000
  4759.78000  6266.48000     0.00000     0.00000
 11300.20000  6742.24000     0.00000     0.00000
 17516.60000  7803.56000     0.00000     0.00000
 17061.70000  8940.69000     0.00000     0.00000
 11451.90000  7272.90000     0.00000  1470.18880
 13422.90000  8334.22000     0.00000     0.00000
 18198.80000  5529.30000     0.00000  1197.69230
 22823.20000  4771.21000     0.00000     0.00000
 25476.50000  3785.70000     0.00000     0.00000
 21913.50000  6818.05000     0.00000     0.00000
 23126.40000  2421.14000     0.00000     0.00000
 20700.50000  9622.97000     0.00000     0.00000
 12163.40000  6287.39000     0.00000  1256.53910
 11224.40000  6687.31000     0.00000     0.00000
 17592.40000  7803.56000     0.00000     0.00000
 17137.50000  8940.69000     0.00000     0.00000
 11527.70000  7272.90000     0.00000  1753.70870
 13498.70000  8334.22000     0.00000     0.00000
 18274.60000  5529.30000     0.00000  1344.43730
 22899.00000  4771.21000     0.00000     0.00000
 25552.30000  3785.70000     0.00000     0.00000
 21989.30000  6818.05000     0.00000     0.00000
 23202.20000  2421.14000     0.00000  1731.86730
 20776.30000  9622.97000     0.00000     0.00000
 12162.80000  6240.22000     0.00000  1304.57730
 11376.00000  6742.24000     0.00000     0.00000
 17668.20000  7803.56000     0.00000     0.00000
 17213.30000  8940.69000     0.00000     0.00000
 11603.50000  7272.90000     0.00000  1638.78360
 13574.50000  8334.22000     0.00000     0.00000
 18350.40000  5529.30000     0.00000   902.11970
 22974.80000  4771.21000     0.00000     0.00000
 25628.10000  3785.70000     0.00000     0.00000
 22065.10000  6818.05000     0.00000     0.00000
 23278.00000  2421.14000     0.00000  1732.15760
 20852.10000  9622.97000     0.00000     0.00000
 12664.80000  6211.58000     0.00000  1191.67610
 11300.20000  6676.86000     0.00000     0.00000
 17744.00000  7803.56000     0.00000  1294.83840
 17289.10000  8940.69000     0.00000     0.00000
 11679.30000  7272.90000     0.00000  1474.03390
 13650.30000  8334.22000     0.00000     0.00000
 18426.30000  5529.30000     0.00000   895.95120
 23050.60000  4771.21000     0.00000     0.00000
 25703.90000  3785.70000     0.00000     0.00000
 22140.90000  6818.05000     0.00000     0.00000
 23353.80000  2421.14000     0.00000  1301.47450
 20927.90000  9622.97000     0.00000     0.00000
 12740.60000  6211.58000     0.00000   979.57290
 11451.90000  6742.24000     0.00000     0.00000
 17819.80000  7803.56000     0.00000  1308.73020
 17364.90000  8940.69000     0.00000     0.00000
 11755.10000  7272.90000     0.00000  1428.82800
 13726.10000  8334.22000     0.00000     0.00000
 18502.10000  5529.30000     0.00000   895.40410
 23126.40000  4771.21000     0.00000     0.00000
 25779.70000  3785.70000     0.00000     0.00000
 22216.70000  6818.05000     0.00000     0.00000
 23429.60000  2421.14000     0.00000  1131.47170
 21003.80000  9622.97000     0.00000     0.00000
 12816.40000  6211.58000     0.00000  1671.55750
 11376.00000  6676.61000     0.00000     0.00000
 17895.60000  7803.56000     0.00000  1277.08960
 17440.70000  8940.69000     0.00000     0.00000
 11830.90000  7272.90000     0.00000  1270.95020
 13801.90000  8334.22000     0.00000     0.00000
 18577.90000  5529.30000     0.00000   894.18270
 23202.20000  4771.21000     0.00000     0.00000
 16404.40000  3785.70000     0.00000     0.00000
 22292.50000  6818.05000     0.00000     0.00000
 23505.40000  2421.14000     0.00000  1131.47180
 21079.60000  9622.97000     0.00000     0.00000
 12892.20000  6211.58000     0.00000  1579.09750
 11527.70000  6742.24000     0.00000   581.73320
 17971.40000  7803.56000     0.00000  1283.95610
 17516.60000  8940.69000     0.00000     0.00000
 11906.70000  7272.90000     0.00000  1825.00560
 13877.70000  8334.22000     0.00000     0.00000
 18653.70000  5529.30000     0.00000     0.00000
 23278.00000  4771.21000     0.00000     0.00000
 16439.60000  3770.03000     0.00000   997.54350
 22368.30000  6818.05000     0.00000     0.00000
 23581.20000  2421.14000     0.00000  1131.47180
 21155.40000  9622.97000     0.00000     0.00000
 12968.00000  6211.58000     0.00000  1659.03220
 11451.90000  6676.37000     0.00000     0.00000
 18047.20000  7803.56000     0.00000  1302.07680
 17592.40000  8940.69000     0.00000     0.00000
 11982.50000  7272.90000     0.00000  1258.27880
 13953.50000  8334.22000     0.00000     0.00000
 18729.50000  5529.30000     0.00000     0.00000
 23353.80000  4771.21000     0.00000     0.00000
 16834.30000  3709.89000     0.00000  1738.87150
 22444.10000  6818.05000     0.00000     0.00000
 23657.10000  2421.14000     0.00000   923.10350
 21231.20000  9622.97000     0.00000     0.00000
 13043.80000  6211.58000     0.00000  1697.47200
 11527.70000  6666.43000     0.00000     0.00000
 18123.00000  7803.56000     0.00000     0.00000
 17668.20000  8940.69000     0.00000     0.00000
 12058.30000  7272.90000     0.00000  1254.11980
 14029.30000  8334.22000     0.00000     0.00000
 18805.30000  5529.30000     0.00000     0.00000
 23429.60000  4771.21000     0.00000     0.00000
 16910.10000  3709.89000     0.00000  1952.84440
 22519.90000  6818.05000     0.00000     0.00000
 23732.90000  2421.14000     0.00000   923.11460
 21307.00000  9622.97000     0.00000     0.00000
 13119.60000  6211.58000     0.00000  1715.84520
 11461.20000  6675.78000     0.00000     0.00000
 18198.80000  7803.56000     0.00000     0.00000
 17744.00000  8940.69000     0.00000     0.00000
 12134.10000  7272.90000     0.00000   639.53880
 14105.20000  8334.22000     0.00000     0.00000
 18881.10000  5529.30000     0.00000     0.00000
 23505.40000  4771.21000     0.00000     0.00000
 16985.90000  3709.89000     0.00000  1973.98010
 22595.70000  6818.05000     0.00000     0.00000
 23808.70000  2421.14000     0.00000   923.11070
 21382.80000  9622.97000     0.00000     0.00000
 13195.50000  6211.58000     0.00000  1720.94120
  6221.05000  6603.84000     0.00000     0.00000
 18274.60000  7803.56000     0.00000     0.00000
 17819.80000  8940.69000     0.00000     0.00000
 12209.90000  7272.90000     0.00000   650.02810
 14181.00000  8334.22000     0.00000     0.00000
 18956.90000  5529.30000     0.00000  1699.90620
 23581.20000  4771.21000     0.00000     0.00000
 17061.70000  3709.89000     0.00000  1941.67260
 22671.50000  6818.05000     0.00000     0.00000
 23884.50000  2421.14000     0.00000  1041.11350
 21458.60000  9622.97000     0.00000     0.00000
 13271.30000  6211.58000     0.00000  1713.35840
 11527.70000  6590.62000     0.00000     0.00000
 18350.40000  7803.56000     0.00000     0.00000
 17895.60000  8940.69000     0.00000     0.00000
 12285.80000  7272.90000     0.00000   961.66610
 14256.80000  8334.22000     0.00000     0.00000
 19032.70000  5529.30000     0.00000  1702.99630
 23657.10000  4771.21000     0.00000     0.00000
 17137.50000  3709.89000     0.00000  1906.81570
 22747.40000  6818.05000     0.00000     0.00000
 23960.30000  2421.14000     0.00000   879.53350
 21534.40000  9622.97000     0.00000     0.00000
 13347.10000  6211.58000     0.00000  1707.14610
 11473.70000  6612.49000     0.00000     0.00000
 18426.30000  7803.56000     0.00000     0.00000
 17971.40000  8940.69000     0.00000     0.00000
 12361.60000  7272.90000     0.00000   978.65470
 14332.60000  8334.22000     0.00000     0.00000
 19108.50000  5529.30000     0.00000  1280.73390
 23732.90000  4771.21000     0.00000     0.00000
 17213.30000  3709.89000     0.00000  1805.38760
 22823.20000  6818.05000     0.00000     0.00000
 24036.10000  2421.14000     0.00000   869.15500
 21610.20000  9622.97000     0.00000     0.00000
 13422.90000  6211.58000     0.00000  1521.63010
  5083.92000  6363.19000     0.00000     0.00000
 18502.10000  7803.56000     0.00000     0.00000
 18047.20000  8940.69000     0.00000     0.00000
 12437.40000  7272.90000     0.00000   966.66330
 14408.40000  8334.22000     0.00000     0.00000
 19184.30000  5529.30000     0.00000  1070.72240
 23808.70000  4771.21000     0.00000     0.00000
 17289.10000  3709.89000     0.00000  1238.65110
 22899.00000  6818.05000     0.00000     0.00000
 24111.90000  2421.14000     0.00000   861.43560
 21686.00000  9622.97000     0.00000     0.00000
 13498.70000  6211.58000     0.00000  1520.52540
  5008.11000  6363.19000     0.00000     0.00000
 18577.90000  7803.56000     0.00000     0.00000
 18123.00000  8940.69000     0.00000     0.00000
 12513.20000  7272.90000     0.00000   953.82340
 14484.20000  8334.22000     0.00000     0.00000
 19260.20000  5529.30000     0.00000  1015.62160
 23884.50000  4771.21000     0.00000     0.00000
 17364.90000  3709.89000     0.00000  1258.38290
 22974.80000  6818.05000     0.00000     0.00000
 24187.70000  2421.14000     0.00000   794.64780
 21761.80000  9622.97000     0.00000     0.00000
 13574.50000  6211.58000     0.00000   943.86440
  5008.11000  6356.50000     0.00000     0.00000
 18653.70000  7803.56000     0.00000     0.00000
 18198.80000  8940.69000     0.00000     0.00000
 12589.00000  7272.90000     0.00000     0.00000
 14560.00000  8334.22000     0.00000     0.00000
 19336.00000  5529.30000     0.00000  1017.85090
 23960.30000  4771.21000     0.00000     0.00000
 17440.70000  3709.89000     0.00000   932.73240
 23050.60000  6818.05000     0.00000     0.00000
 24263.50000  2421.14000     0.00000   794.63970
 21837.60000  9622.97000     0.00000     0.00000
 12223.40000  6224.99000     0.00000   649.01560
  5159.73000  6363.19000     0.00000     0.00000
 18729.50000  7803.56000     0.00000     0.00000
 18274.60000  8940.69000     0.00000     0.00000
 12664.80000  7272.90000     0.00000     0.00000
 14635.80000  8334.22000     0.00000   897.42780
 19411.80000  5529.30000     0.00000  1015.68690
 24036.10000  4771.21000     0.00000     0.00000
 17516.60000  3709.89000     0.00000  1719.32920
 23126.40000  6818.05000     0.00000     0.00000
 24339.30000  2421.14000     0.00000   794.64800
 21913.50000  9622.97000     0.00000     0.00000
 13801.90000  6211.58000     0.00000  1108.09800
  5083.92000  6356.50000     0.00000     0.00000
 18805.30000  7803.56000     0.00000     0.00000
 18350.40000  8940.69000     0.00000     0.00000
 12740.60000  7272.90000     0.00000     0.00000
 14711.60000  8334.22000     0.00000   886.94320
 19487.60000  5529.30000     0.00000  1012.42830
 24111.90000  4771.21000     0.00000     0.00000
 17592.40000  3709.89000     0.00000  1775.35270
 23202.20000  6818.05000     0.00000     0.00000
 24415.10000  2421.14000     0.00000   931.02350
 21989.30000  9622.97000     0.00000     0.00000
 13877.70000  6211.58000     0.00000  1668.98010
  5149.68000  6356.50000     0.00000     0.00000
 18881.10000  7803.56000     0.00000     0.00000
 18426.30000  8940.69000     0.00000     0.00000
 12816.40000  7272.90000     0.00000     0.00000
 14787.40000  8334.22000     0.00000     0.00000
 19563.40000  5529.30000     0.00000   857.44010
 24187.70000  4771.21000     0.00000     0.00000
 17668.20000  3709.89000     0.00000  1288.17690
 23278.00000  6818.05000     0.00000     0.00000
 24491.00000  2421.14000     0.00000   931.01430
 22065.10000  9622.97000     0.00000     0.00000
 13953.50000  6211.58000     0.00000  1531.80380
  4956.91000  6311.99000     0.00000     0.00000
 18956.90000  7803.56000     0.00000     0.00000
 18502.10000  8940.69000     0.00000     0.00000
 12892.20000  7272.90000     0.00000     0.00000
 14863.20000  8334.22000     0.00000     0.00000
 19639.20000  5529.30000     0.00000     0.00000
 24263.50000  4771.21000     0.00000     0.00000
 17744.00000  3709.89000     0.00000  1291.15670
 23353.80000  6818.05000     0.00000     0.00000
 24566.80000  2421.14000     0.00000   930.56450
 22140.90000  9622.97000     0.00000     0.00000
 14029.30000  6211.58000     0.00000  1547.47190
 12892.20000  5756.72000     0.00000     0.00000
 19032.70000  7803.56000     0.00000     0.00000
 18577.90000  8940.69000     0.00000     0.00000
 12968.00000  7272.90000     0.00000     0.00000
 14939.10000  8334.22000     0.00000     0.00000
 19715.00000  5529.30000     0.00000     0.00000
 24339.30000  4771.21000     0.00000     0.00000
 17819.80000  3709.89000     0.00000  1708.22830
 23429.60000  6818.05000     0.00000     0.00000
 24642.60000  2421.14000     0.00000   926.34120
 22216.70000  9622.97000     0.00000     0.00000
 14105.20000  6211.58000     0.00000  1551.66710
 12816.40000  5739.11000     0.00000     0.00000
 19108.50000  7803.56000     0.00000     0.00000
 18653.70000  8940.69000     0.00000     0.00000
 13043.80000  7272.90000     0.00000     0.00000
 15014.90000  8334.22000     0.00000     0.00000
 19790.80000  5529.30000     0.00000     0.00000
 24415.10000  4771.21000     0.00000     0.00000
 17895.60000  3709.89000     0.00000   911.75670
 23505.40000  6818.05000     0.00000     0.00000
 24718.40000  2421.14000     0.00000   921.77260
 22292.50000  9622.97000     0.00000     0.00000
 14181.00000  6211.58000     0.00000  1544.94090
 12968.00000  5756.72000     0.00000   403.00200
 19184.30000  7803.56000     0.00000     0.00000
 18729.50000  8940.69000     0.00000     0.00000
 13119.60000  7272.90000     0.00000     0.00000
 15090.70000  8334.22000     0.00000     0.00000
 19866.60000  5529.30000     0.00000     0.00000
 24491.00000  4771.21000     0.00000   954.00480
 16492.00000  3746.68000     0.00000     0.00000
 23581.20000  6818.05000     0.00000     0.00000
 24794.20000  2421.14000     0.00000   877.11070
 22368.30000  9622.97000     0.00000     0.00000
 14256.80000  6211.58000     0.00000  1059.82690
 12892.20000  5740.53000     0.00000     0.00000
 19260.20000  7803.56000     0.00000     0.00000
 18805.30000  8940.69000     0.00000     0.00000
 13195.50000  7272.90000     0.00000     0.00000
 15166.50000  8334.22000     0.00000     0.00000
 19942.40000  5529.30000     0.00000     0.00000
 24566.80000  4771.21000     0.00000   954.00050
 17971.40000  3709.89000     0.00000   910.21240
 23657.10000  6818.05000     0.00000     0.00000
 24870.00000  2421.14000     0.00000  1746.08950
 22444.10000  9622.97000     0.00000     0.00000
 14332.60000  6211.58000     0.00000  1146.69710
 12968.00000  5680.92000     0.00000     0.00000
 19336.00000  7803.56000     0.00000     0.00000
 18881.10000  8940.69000     0.00000     0.00000
 13271.30000  7272.90000     0.00000     0.00000
 15242.30000  8334.22000     0.00000     0.00000
 20018.20000  5529.30000     0.00000     0.00000
 24642.60000  4771.21000     0.00000   953.99450
 18047.20000  3709.89000     0.00000   840.28530
 23732.90000  6818.05000     0.00000     0.00000
 24945.80000  2421.14000     0.00000  1742.86280
 22519.90000  9622.97000     0.00000     0.00000
 14408.40000  6211.58000     0.00000  1541.33520
 12918.40000  5707.10000     0.00000     0.00000
 19411.80000  7803.56000     0.00000     0.00000
 18956.90000  8940.69000     0.00000     0.00000
 13347.10000  7272.90000     0.00000     0.00000
 15318.10000  8334.22000     0.00000     0.00000
 20094.00000  5529.30000     0.00000     0.00000
 24718.40000  4771.21000     0.00000   953.98740
 18123.00000  3709.89000     0.00000  1241.23120
 23808.70000  6818.05000     0.00000     0.00000
 25021.60000  2421.14000     0.00000  2528.65190
 22595.70000  9622.97000     0.00000     0.00000
 14484.20000  6211.58000     0.00000  1569.13660
 13043.80000  5680.92000     0.00000     0.00000
 19487.60000  7803.56000     0.00000     0.00000
 19032.70000  8940.69000     0.00000     0.00000
 13422.90000  7272.90000     0.00000     0.00000
 15393.90000  8334.22000     0.00000     0.00000
 20169.90000  5529.30000     0.00000     0.00000
 24794.20000  4771.21000     0.00000     0.00000
 18198.80000  3709.89000     0.00000   825.31560
 23884.50000  6818.05000     0.00000     0.00000
 25097.40000  2421.14000     0.00000  1741.96720
 22671.50000  9622.97000     0.00000     0.00000
 14560.00000  6211.58000     0.00000  1564.67760
 12968.00000  5668.23000     0.00000     0.00000
 19563.40000  7803.56000     0.00000     0.00000
 19108.50000  8940.69000     0.00000     0.00000
 13498.70000  7272.90000     0.00000     0.00000
 15469.70000  8334.22000     0.00000     0.00000
 20245.70000  5529.30000     0.00000     0.00000
 24870.00000  4771.21000     0.00000     0.00000
 18274.60000  3709.89000     0.00000     0.00000
 23960.30000  6818.05000     0.00000     0.00000
 25173.20000  2421.14000     0.00000  1105.05910
 22747.40000  9622.97000     0.00000     0.00000
 14635.80000  6211.58000     0.00000  1619.49880
 13043.80000  5605.11000     0.00000     0.00000
 19639.20000  7803.56000     0.00000     0.00000
 19184.30000  8940.69000     0.00000     0.00000
 13574.50000  7272.90000     0.00000     0.00000
 15545.50000  8334.22000     0.00000     0.00000
 20321.50000  5529.30000     0.00000     0.00000
 24945.80000  4771.21000     0.00000     0.00000
 18350.40000  3709.89000     0.00000     0.00000
 24036.10000  6818.05000     0.00000     0.00000
 25249.00000  2421.14000     0.00000  1105.07430
 22823.20000  9622.97000     0.00000     0.00000
 14711.60000  6211.58000     0.00000  1600.87650
 12999.60000  5636.67000     0.00000     0.00000
 19715.00000  7803.56000     0.00000     0.00000
 19260.20000  8940.69000     0.00000     0.00000
 13650.30000  7272.90000     0.00000     0.00000
 15621.30000  8334.22000     0.00000     0.00000
 20397.30000  5529.30000     0.00000     0.00000
 25021.60000  4771.21000     0.00000     0.00000
 18426.30000  3709.89000     0.00000     0.00000
 24111.90000  6818.05000     0.00000     0.00000
 25324.80000  2421.14000     0.00000  1092.78360
 22899.00000  9622.97000     0.00000     0.00000
 14787.40000  6211.58000     0.00000  1211.03440
 13119.60000  5605.11000     0.00000     0.00000
 19790.80000  7803.56000     0.00000     0.00000
 19336.00000  8940.69000     0.00000     0.00000
 13726.10000  7272.90000     0.00000   885.92270
 15697.10000  8334.22000     0.00000     0.00000
 20473.10000  5529.30000     0.00000     0.00000
 25097.40000  4771.21000     0.00000     0.00000
 18502.10000  3709.89000     0.00000     0.00000
 24187.70000  6818.05000     0.00000     0.00000
 25400.70000  2421.14000     0.00000  1092.76900
 22974.80000  9622.97000     0.00000     0.00000
 14863.20000  6211.58000     0.00000  1322.76500
 13043.80000  5592.43000     0.00000     0.00000
 19866.60000  7803.56000     0.00000     0.00000
 19411.80000  8940.69000     0.00000     0.00000
 13801.90000  7272.90000     0.00000   898.07970
 15773.00000  8334.22000     0.00000     0.00000
 20548.90000  5529.30000     0.00000     0.00000
 25173.20000  4771.21000     0.00000     0.00000
 18577.90000  3709.89000     0.00000   889.56750
 24263.50000  6818.05000     0.00000     0.00000
 25476.50000  2421.14000     0.00000  1092.78450
 23050.60000  9622.97000     0.00000     0.00000
 14939.10000  6211.58000     0.00000  1321.47970
 13119.60000  5529.30000     0.00000     0.00000
 19942.40000  7803.56000     0.00000     0.00000
 19487.60000  8940.69000     0.00000     0.00000
 13877.70000  7272.90000     0.00000  1129.34910
 15848.80000  8334.22000     0.00000     0.00000
 20624.70000  5529.30000     0.00000     0.00000
 25249.00000  4771.21000     0.00000     0.00000
 18653.70000  3709.89000     0.00000  1746.65430
 24339.30000  6818.05000     0.00000     0.00000
 25552.30000  2421.14000     0.00000  1388.30680
 23126.40000  9622.97000     0.00000     0.00000
 15014.90000  6211.58000     0.00000  1356.11880
 13075.40000  5560.86000     0.00000     0.00000
 20018.20000  7803.56000     0.00000     0.00000
 19563.40000  8940.69000     0.00000     0.00000
 13953.50000  7272.90000     0.00000  1160.28610
 15924.60000  8334.22000     0.00000     0.00000
 20700.50000  5529.30000     0.00000     0.00000
 25324.80000  4771.21000     0.00000     0.00000
 18729.50000  3709.89000     0.00000  1746.62680
 24415.10000  6818.05000     0.00000     0.00000
 25628.10000  2421.14000     0.00000  1388.29990
 23202.20000  9622.97000     0.00000     0.00000
 15090.70000  6211.58000     0.00000  1185.29720
 13195.50000  5529.30000     0.00000     0.00000
 20094.00000  7803.56000     0.00000     0.00000
 19639.20000  8940.69000     0.00000     0.00000
 14029.30000  7272.90000     0.00000  1129.61020
 16000.40000  8334.22000     0.00000     0.00000
 20776.30000  5529.30000     0.00000     0.00000
 25400.70000  4771.21000     0.00000   817.14060
 18805.30000  3709.89000     0.00000  1746.51390
 24491.00000  6818.05000     0.00000     0.00000
 25703.90000  2421.14000     0.00000  1414.59950
 23278.00000  9622.97000     0.00000     0.00000
 15166.50000  6211.58000     0.00000  1288.34010
 13119.60000  5516.62000     0.00000     0.00000
 20169.90000  7803.56000     0.00000     0.00000
 19715.00000  8940.69000     0.00000     0.00000
 14105.20000  7272.90000     0.00000  1130.72620
 16076.20000  8334.22000     0.00000     0.00000
 20852.10000  5529.30000     0.00000   815.89490
 25476.50000  4771.21000     0.00000   860.72940
 18881.10000  3709.89000     0.00000  1031.80680
 24566.80000  6818.05000     0.00000     0.00000
 25779.70000  2421.14000     0.00000  1337.57530
 23353.80000  9622.97000     0.00000     0.00000
 15242.30000  6211.58000     0.00000  1785.64790
 13195.50000  5453.49000     0.00000     0.00000
 20245.70000  7803.56000     0.00000     0.00000
 19790.80000  8940.69000     0.00000     0.00000
 14181.00000  7272.90000     0.00000  1141.48120
 16152.00000  8334.22000     0.00000     0.00000
 20927.90000  5529.30000     0.00000   827.12620
 25552.30000  4771.21000     0.00000  1754.94890
 18956.90000  3709.89000     0.00000   884.57580
 24642.60000  6818.05000     0.00000     0.00000
 19469.20000  2421.14000     0.00000   900.22830
 23429.60000  9622.97000     0.00000     0.00000
 15318.10000  6211.58000     0.00000  1725.30350
 13151.20000  5485.05000     0.00000     0.00000
 20321.50000  7803.56000     0.00000     0.00000
 19866.60000  8940.69000     0.00000     0.00000
 14256.80000  7272.90000     0.00000  1152.07850
 16227.80000  8334.22000     0.00000     0.00000
 21003.80000  5529.30000     0.00000   834.21040
 25628.10000  4771.21000     0.00000  1748.50010
 19032.70000  3709.89000     0.00000  1767.03830
 24718.40000  6818.05000     0.00000     0.00000
 19481.90000  2415.48000     0.00000   900.22830
 23505.40000  9622.97000     0.00000     0.00000
 15393.90000  6211.58000     0.00000  1717.39220
 13271.30000  5453.49000     0.00000     0.00000
 20397.30000  7803.56000     0.00000     0.00000
 19942.40000  8940.69000     0.00000     0.00000
 14332.60000  7272.90000     0.00000  1155.70250
 16303.60000  8334.22000     0.00000     0.00000
 21079.60000  5529.30000     0.00000   829.86410
 25703.90000  4771.21000     0.00000  1728.12810
 19108.50000  3709.89000     0.00000  1096.78930
 24794.20000  6818.05000     0.00000     0.00000
 19942.40000  2345.33000     0.00000  1332.42610
 23581.20000  9622.97000     0.00000     0.00000
 15469.70000  6211.58000     0.00000  1166.09030
 13195.50000  5440.81000     0.00000     0.00000
 20473.10000  7803.56000     0.00000     0.00000
 20018.20000  8940.69000     0.00000     0.00000
 14408.40000  7272.90000     0.00000     0.00000
 16379.40000  8334.22000     0.00000     0.00000
 21155.40000  5529.30000     0.00000   827.33100
 25779.70000  4771.21000     0.00000  1728.12810
 19184.30000  3709.89000     0.00000  1300.15920
 24870.00000  6818.05000     0.00000     0.00000
 20018.20000  2345.33000     0.00000  1785.71530
 23657.10000  9622.97000     0.00000     0.00000
 15545.50000  6211.58000     0.00000  1739.54930
 13271.30000  5377.68000     0.00000     0.00000
 20548.90000  7803.56000     0.00000     0.00000
 20094.00000  8940.69000     0.00000     0.00000
 14484.20000  7272.90000     0.00000     0.00000
 16455.20000  8334.22000     0.00000     0.00000
 21231.20000  5529.30000     0.00000   829.92910
  1267.76000  4745.48000     0.00000     0.00000
 19260.20000  3709.89000     0.00000  1151.57650
 24945.80000  6818.05000     0.00000     0.00000
 20094.00000  2345.33000     0.00000  1287.79920
 23732.90000  9622.97000     0.00000     0.00000
 15621.30000  6211.58000     0.00000  1599.69630
 13227.00000  5409.24000     0.00000     0.00000
 20624.70000  7803.56000     0.00000     0.00000
 20169.90000  8940.69000     0.00000     0.00000
 14560.00000  7272.90000     0.00000     0.00000
 16531.00000  8334.22000     0.00000     0.00000
 21307.00000  5529.30000     0.00000   830.91970
  1343.57000  4745.48000     0.00000     0.00000
 19336.00000  3709.89000     0.00000  1711.34450
 25021.60000  6818.05000     0.00000     0.00000
 20169.90000  2345.33000     0.00000     0.00000
 23808.70000  9622.97000     0.00000     0.00000
 15697.10000  6211.58000     0.00000  1165.55970
 13347.10000  5377.68000     0.00000     0.00000
 20700.50000  7803.56000     0.00000     0.00000
 20245.70000  8940.69000     0.00000     0.00000
 14635.80000  7272.90000     0.00000     0.00000
 16606.80000  8334.22000     0.00000     0.00000
 21382.80000  5529.30000     0.00000   834.76890
  1419.37000  4745.48000     0.00000     0.00000
 19411.80000  3709.89000     0.00000  1711.34450
 25097.40000  6818.05000     0.00000     0.00000
 20245.70000  2345.33000     0.00000     0.00000
 23884.50000  9622.97000     0.00000     0.00000
 15773.00000  6211.58000     0.00000  1163.82280
 13271.30000  5365.00000     0.00000     0.00000
 20776.30000  7803.56000     0.00000     0.00000
 20321.50000  8940.69000     0.00000     0.00000
 14711.60000  7272.90000     0.00000     0.00000
 16682.70000  8334.22000     0.00000     0.00000
 21458.60000  5529.30000     0.00000   835.63130
  1495.18000  4745.48000     0.00000     0.00000
 19487.60000  3709.89000     0.00000  1710.90620
 25173.20000  6818.05000     0.00000     0.00000
 20321.50000  2345.33000     0.00000     0.00000
 23960.30000  9622.97000     0.00000     0.00000
 15848.80000  6211.58000     0.00000   883.69490
 13347.10000  5301.87000     0.00000     0.00000
 20852.10000  7803.56000     0.00000     0.00000
 20397.30000  8940.69000     0.00000     0.00000
 14787.40000  7272.90000     0.00000     0.00000
 16758.50000  8334.22000     0.00000     0.00000
 21534.40000  5529.30000     0.00000   835.24400
  1570.99000  4745.48000     0.00000     0.00000
 19563.40000  3709.89000     0.00000   873.43550
 25249.00000  6818.05000     0.00000     0.00000
 20397.30000  2345.33000     0.00000     0.00000
 24036.10000  9622.97000     0.00000     0.00000
 15924.60000  6211.58000     0.00000   874.72480
 13302.80000  5333.44000     0.00000     0.00000
 20927.90000  7803.56000     0.00000     0.00000
 20473.10000  8940.69000     0.00000     0.00000
 14863.20000  7272.90000     0.00000     0.00000
 16834.30000  8334.22000     0.00000     0.00000
 21610.20000  5529.30000     0.00000     0.00000
  1646.80000  4745.48000     0.00000     0.00000
 19639.20000  3709.89000     0.00000   882.82210
 25324.80000  6818.05000     0.00000     0.00000
 20473.10000  2345.33000     0.00000   902.33420
 24111.90000  9622.97000     0.00000     0.00000
 16000.40000  6211.58000     0.00000     0.00000
 13422.90000  5301.87000     0.00000     0.00000
 21003.80000  7803.56000     0.00000     0.00000
 20548.90000  8940.69000     0.00000     0.00000
 14939.10000  7272.90000     0.00000     0.00000
 16910.10000  8334.22000     0.00000     0.00000
