n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        q_max(m^2/s)
 20624.70000  6893.85000     0.00000     0.00000
 20927.90000  2648.57000     0.00000  1032.19060
 13574.50000  9698.78000     0.00000     0.00000
 24870.00000  6363.19000     0.00000     0.00000
  1163.94000  4771.21000     0.00000     0.00000
 15924.60000  7879.37000     0.00000     0.00000
 11906.70000  9016.50000     0.00000     0.00000
 11072.80000  7348.71000     0.00000  1746.03970
  9935.68000  8410.03000     0.00000     0.00000
 24491.00000  5680.92000     0.00000   900.02590
 22899.00000  3937.31000     0.00000  1405.39600
 20700.50000  6893.85000     0.00000     0.00000
 21003.80000  2648.57000     0.00000  1032.19060
 13650.30000  9698.78000     0.00000     0.00000
 24945.80000  6363.19000     0.00000     0.00000
  1293.49000  4771.21000     0.00000     0.00000
 16000.40000  7879.37000     0.00000     0.00000
 11982.50000  9016.50000     0.00000     0.00000
 11148.60000  7348.71000     0.00000  1425.42250
 10011.50000  8410.03000     0.00000     0.00000
 24566.80000  5680.92000     0.00000     0.00000
 22974.80000  3937.31000     0.00000  1871.08630
 20776.30000  6893.85000     0.00000     0.00000
 21079.60000  2648.57000     0.00000   844.06750
 13726.10000  9698.78000     0.00000     0.00000
 25021.60000  6363.19000     0.00000     0.00000
  1217.68000  4745.48000     0.00000     0.00000
 16076.20000  7879.37000     0.00000     0.00000
 12058.30000  9016.50000     0.00000     0.00000
 11224.40000  7348.71000     0.00000  1445.69020
 10087.30000  8410.03000     0.00000     0.00000
 24642.60000  5680.92000     0.00000     0.00000
 23050.60000  3937.31000     0.00000  1865.22080
 20852.10000  6893.85000     0.00000     0.00000
 21155.40000  2648.57000     0.00000  1754.17980
 13801.90000  9698.78000     0.00000     0.00000
 25097.40000  6363.19000     0.00000     0.00000
  2127.38000  4771.21000     0.00000     0.00000
 16152.00000  7879.37000     0.00000     0.00000
 12134.10000  9016.50000     0.00000     0.00000
 11300.20000  7348.71000     0.00000  1715.15760
 10163.10000  8410.03000     0.00000     0.00000
 24718.40000  5680.92000     0.00000     0.00000
 23126.40000  3937.31000     0.00000  1797.29630
 20927.90000  6893.85000     0.00000     0.00000
 21231.20000  2648.57000     0.00000  1630.80020
 13877.70000  9698.78000     0.00000     0.00000
 25173.20000  6363.19000     0.00000     0.00000
  2051.57000  4771.21000     0.00000     0.00000
 16227.80000  7879.37000     0.00000     0.00000
 12209.90000  9016.50000     0.00000     0.00000
 11376.00000  7348.71000     0.00000  1484.23440
 10238.90000  8410.03000     0.00000     0.00000
 24794.20000  5680.92000     0.00000     0.00000
 23202.20000  3937.31000     0.00000  1347.55180
 21003.80000  6893.85000     0.00000     0.00000
 21307.00000  2648.57000     0.00000  1308.64360
 13953.50000  9698.78000     0.00000     0.00000
 25249.00000  6363.19000     0.00000     0.00000
  2051.57000  4745.48000     0.00000     0.00000
 16303.60000  7879.37000     0.00000     0.00000
 12285.80000  9016.50000     0.00000     0.00000
 11451.90000  7348.71000     0.00000  1604.32700
 10314.70000  8410.03000     0.00000     0.00000
 24870.00000  5680.92000     0.00000     0.00000
 23278.00000  3937.31000     0.00000   930.28220
 21079.60000  6893.85000     0.00000     0.00000
 21382.80000  2648.57000     0.00000  1748.06410
 14029.30000  9698.78000     0.00000     0.00000
 25324.80000  6363.19000     0.00000     0.00000
  1369.29000  4771.21000     0.00000     0.00000
 16379.40000  7879.37000     0.00000     0.00000
 12361.60000  9016.50000     0.00000     0.00000
 11527.70000  7348.71000     0.00000  1447.81160
 10390.50000  8410.03000     0.00000     0.00000
 24945.80000  5680.92000     0.00000     0.00000
 23353.80000  3937.31000     0.00000   920.37010
 21155.40000  6893.85000     0.00000     0.00000
 21458.60000  2648.57000     0.00000  1307.16870
 14105.20000  9698.78000     0.00000     0.00000
 25400.70000  6363.19000     0.00000     0.00000
  1293.49000  4745.48000     0.00000     0.00000
 16455.20000  7879.37000     0.00000     0.00000
 12437.40000  9016.50000     0.00000     0.00000
 11603.50000  7348.71000     0.00000  1244.66190
 10466.30000  8410.03000     0.00000     0.00000
 25021.60000  5680.92000     0.00000     0.00000
 23429.60000  3937.31000     0.00000   917.06230
 21231.20000  6893.85000     0.00000     0.00000
 21534.40000  2648.57000     0.00000  1306.83290
 14181.00000  9698.78000     0.00000     0.00000
 25476.50000  6363.19000     0.00000     0.00000
  1445.10000  4771.21000     0.00000     0.00000
 16531.00000  7879.37000     0.00000     0.00000
 12513.20000  9016.50000     0.00000     0.00000
 11679.30000  7348.71000     0.00000  1215.27810
 10542.10000  8410.03000     0.00000     0.00000
 25097.40000  5680.92000     0.00000     0.00000
 23505.40000  3937.31000     0.00000   917.15300
 21307.00000  6893.85000     0.00000     0.00000
 21610.20000  2648.57000     0.00000   866.66590
 14256.80000  9698.78000     0.00000     0.00000
 25552.30000  6363.19000     0.00000     0.00000
  1369.29000  4745.48000     0.00000     0.00000
 16606.80000  7879.37000     0.00000     0.00000
 12589.00000  9016.50000     0.00000     0.00000
 11755.10000  7348.71000     0.00000  1241.35790
 10618.00000  8410.03000     0.00000     0.00000
 25173.20000  5680.92000     0.00000     0.00000
 23581.20000  3937.31000     0.00000  1061.10820
 21382.80000  6893.85000     0.00000     0.00000
 21686.00000  2648.57000     0.00000   794.52050
 14332.60000  9698.78000     0.00000     0.00000
 25628.10000  6363.19000     0.00000     0.00000
  1520.91000  4771.21000     0.00000     0.00000
 16682.70000  7879.37000     0.00000     0.00000
 12664.80000  9016.50000     0.00000     0.00000
 11830.90000  7348.71000     0.00000  1215.70870
 10693.80000  8410.03000     0.00000     0.00000
 25249.00000  5680.92000     0.00000     0.00000
 23657.10000  3937.31000     0.00000  1373.64610
 21458.60000  6893.85000     0.00000     0.00000
 21761.80000  2648.57000     0.00000   981.12920
 14408.40000  9698.78000     0.00000     0.00000
 25703.90000  6363.19000     0.00000   888.60010
  1445.10000  4745.48000     0.00000     0.00000
 16758.50000  7879.37000     0.00000     0.00000
 12740.60000  9016.50000     0.00000     0.00000
 11906.70000  7348.71000     0.00000   626.41960
 10769.60000  8410.03000     0.00000     0.00000
 25324.80000  5680.92000     0.00000     0.00000
 23732.90000  3937.31000     0.00000  1217.91750
 21534.40000  6893.85000     0.00000     0.00000
 21837.60000  2648.57000     0.00000   981.19650
 14484.20000  9698.78000     0.00000     0.00000
  1824.15000  4998.64000     0.00000     0.00000
  1596.72000  4771.21000     0.00000     0.00000
 16834.30000  7879.37000     0.00000     0.00000
 12816.40000  9016.50000     0.00000     0.00000
 11982.50000  7348.71000     0.00000   627.60100
 10845.40000  8410.03000     0.00000     0.00000
 25400.70000  5680.92000     0.00000     0.00000
 23808.70000  3937.31000     0.00000  1061.12260
 21610.20000  6893.85000     0.00000     0.00000
 21913.50000  2648.57000     0.00000  1286.69790
 14560.00000  9698.78000     0.00000     0.00000
  1899.96000  5074.45000     0.00000     0.00000
  1520.91000  4745.48000     0.00000     0.00000
 16910.10000  7879.37000     0.00000     0.00000
 12892.20000  9016.50000     0.00000     0.00000
 12058.30000  7348.71000     0.00000   940.48920
 10921.20000  8410.03000     0.00000     0.00000
 25476.50000  5680.92000     0.00000     0.00000
 23884.50000  3937.31000     0.00000  1816.34970
 21686.00000  6893.85000     0.00000     0.00000
 21989.30000  2648.57000     0.00000  1143.75220
 14635.80000  9698.78000     0.00000     0.00000
  1824.15000  5074.45000     0.00000     0.00000
  1672.53000  4771.21000     0.00000     0.00000
 16985.90000  7879.37000     0.00000     0.00000
 12968.00000  9016.50000     0.00000     0.00000
 12134.10000  7348.71000     0.00000   960.29170
 10997.00000  8410.03000     0.00000     0.00000
 25552.30000  5680.92000     0.00000     0.00000
  2633.56000  4847.02000     0.00000     0.00000
 23960.30000  3937.31000     0.00000   906.00150
 21761.80000  6893.85000     0.00000     0.00000
 22065.10000  2648.57000     0.00000   981.29900
 14711.60000  9698.78000     0.00000     0.00000
  1163.94000  4998.64000     0.00000     0.00000
  1596.72000  4745.48000     0.00000     0.00000
 17061.70000  7879.37000     0.00000     0.00000
 13043.80000  9016.50000     0.00000     0.00000
 12209.90000  7348.71000     0.00000   953.89180
 11072.80000  8410.03000     0.00000     0.00000
 25628.10000  5680.92000     0.00000     0.00000
 13850.30000  4922.83000     0.00000     0.00000
 24036.10000  3937.31000     0.00000   905.69230
 21837.60000  6893.85000     0.00000     0.00000
 22140.90000  2648.57000     0.00000   981.31410
 14787.40000  9698.78000     0.00000     0.00000
 16227.80000  5756.72000     0.00000  1055.12100
  1748.34000  4771.21000     0.00000     0.00000
 17137.50000  7879.37000     0.00000     0.00000
 13119.60000  9016.50000     0.00000     0.00000
 12285.80000  7348.71000     0.00000   946.50920
 11148.60000  8410.03000     0.00000     0.00000
 25703.90000  5680.92000     0.00000     0.00000
 13869.30000  4914.39000     0.00000     0.00000
 24111.90000  3937.31000     0.00000   905.60320
 21913.50000  6893.85000     0.00000     0.00000
 22216.70000  2648.57000     0.00000   981.32510
 14863.20000  9698.78000     0.00000     0.00000
 16303.60000  5832.53000     0.00000  1753.11840
  1672.53000  4745.48000     0.00000     0.00000
 17213.30000  7879.37000     0.00000     0.00000
 13195.50000  9016.50000     0.00000     0.00000
 12361.60000  7348.71000     0.00000     0.00000
 11224.40000  8410.03000     0.00000     0.00000
 25779.70000  5680.92000     0.00000     0.00000
 14332.60000  4847.02000     0.00000   917.25500
 24187.70000  3937.31000     0.00000   901.81490
 21989.30000  6893.85000     0.00000     0.00000
 22292.50000  2648.57000     0.00000   981.33220
 14939.10000  9698.78000     0.00000     0.00000
 16227.80000  5832.53000     0.00000  1695.43540
  1824.15000  4771.21000     0.00000     0.00000
 17289.10000  7879.37000     0.00000     0.00000
 13271.30000  9016.50000     0.00000     0.00000
 12437.40000  7348.71000     0.00000     0.00000
 11300.20000  8410.03000     0.00000     0.00000
  1445.10000  5605.11000     0.00000     0.00000
 14408.40000  4847.02000     0.00000   925.60960
 24263.50000  3937.31000     0.00000     0.00000
 22065.10000  6893.85000     0.00000     0.00000
 22368.30000  2648.57000     0.00000   981.33720
 15014.90000  9698.78000     0.00000     0.00000
 16531.00000  5680.92000     0.00000  1808.34700
  1748.34000  4745.48000     0.00000     0.00000
 17364.90000  7879.37000     0.00000     0.00000
 13347.10000  9016.50000     0.00000     0.00000
 12513.20000  7348.71000     0.00000     0.00000
 11376.00000  8410.03000     0.00000     0.00000
  1520.91000  5605.11000     0.00000     0.00000
 14484.20000  4847.02000     0.00000   905.56080
 24339.30000  3937.31000     0.00000     0.00000
 22140.90000  6893.85000     0.00000     0.00000
 22444.10000  2648.57000     0.00000   981.34060
 15090.70000  9698.78000     0.00000     0.00000
 16606.80000  5756.72000     0.00000  1303.36190
  1899.96000  4771.21000     0.00000     0.00000
 17440.70000  7879.37000     0.00000     0.00000
 13422.90000  9016.50000     0.00000     0.00000
 12589.00000  7348.71000     0.00000     0.00000
 11451.90000  8410.03000     0.00000     0.00000
  1596.72000  5605.11000     0.00000     0.00000
 14560.00000  4847.02000     0.00000  1855.47780
 24415.10000  3937.31000     0.00000   865.86960
 22216.70000  6893.85000     0.00000     0.00000
 22519.90000  2648.57000     0.00000   981.34310
 15166.50000  9698.78000     0.00000     0.00000
 16531.00000  5756.72000     0.00000  1767.22380
  1824.15000  4745.48000     0.00000     0.00000
 17516.60000  7879.37000     0.00000     0.00000
 13498.70000  9016.50000     0.00000     0.00000
 12664.80000  7348.71000     0.00000     0.00000
 11527.70000  8410.03000     0.00000     0.00000
  1672.53000  5605.11000     0.00000     0.00000
 14635.80000  4847.02000     0.00000   934.87450
 24491.00000  3937.31000     0.00000  1731.42970
 22292.50000  6893.85000     0.00000     0.00000
 22595.70000  2648.57000     0.00000   981.34470
 15242.30000  9698.78000     0.00000     0.00000
 25779.70000  6363.19000     0.00000   881.08440
  1975.76000  4771.21000     0.00000     0.00000
 17592.40000  7879.37000     0.00000     0.00000
 13574.50000  9016.50000     0.00000     0.00000
 12740.60000  7348.71000     0.00000     0.00000
 11603.50000  8410.03000     0.00000     0.00000
  1748.34000  5605.11000     0.00000     0.00000
 14711.60000  4847.02000     0.00000   921.05940
 24566.80000  3937.31000     0.00000  1155.64610
 22368.30000  6893.85000     0.00000     0.00000
 22671.50000  2648.57000     0.00000  1730.51670
 15318.10000  9698.78000     0.00000     0.00000
  1445.10000  6287.39000     0.00000     0.00000
  1899.96000  4745.48000     0.00000     0.00000
 17668.20000  7879.37000     0.00000     0.00000
 13650.30000  9016.50000     0.00000     0.00000
 12816.40000  7348.71000     0.00000     0.00000
 11679.30000  8410.03000     0.00000     0.00000
  1824.15000  5605.11000     0.00000     0.00000
 14787.40000  4847.02000     0.00000   691.29060
 24642.60000  3937.31000     0.00000  1299.25660
 22444.10000  6893.85000     0.00000     0.00000
 22747.40000  2648.57000     0.00000  1729.96590
 15393.90000  9698.78000     0.00000     0.00000
  1520.91000  6287.39000     0.00000     0.00000
  1975.76000  4745.48000     0.00000     0.00000
 17744.00000  7879.37000     0.00000     0.00000
 13726.10000  9016.50000     0.00000     0.00000
 12892.20000  7348.71000     0.00000     0.00000
 11755.10000  8410.03000     0.00000     0.00000
  1899.96000  5605.11000     0.00000     0.00000
 14863.20000  4847.02000     0.00000   975.83550
 24718.40000  3937.31000     0.00000  1735.08010
 22519.90000  6893.85000     0.00000     0.00000
 22823.20000  2648.57000     0.00000  1301.43120
 15469.70000  9698.78000     0.00000     0.00000
  1596.72000  6287.39000     0.00000     0.00000
  2203.19000  4771.21000     0.00000     0.00000
 17819.80000  7879.37000     0.00000     0.00000
 13801.90000  9016.50000     0.00000     0.00000
 12968.00000  7348.71000     0.00000     0.00000
 11830.90000  8410.03000     0.00000     0.00000
  1975.76000  5605.11000     0.00000     0.00000
 14939.10000  4847.02000     0.00000   970.16940
 24794.20000  3937.31000     0.00000  1734.44140
 22595.70000  6893.85000     0.00000     0.00000
 22899.00000  2648.57000     0.00000  1131.47090
 15545.50000  9698.78000     0.00000     0.00000
  1672.53000  6287.39000     0.00000     0.00000
  2127.38000  4745.48000     0.00000     0.00000
 17895.60000  7879.37000     0.00000     0.00000
 13877.70000  9016.50000     0.00000     0.00000
 13043.80000  7348.71000     0.00000     0.00000
 11906.70000  8410.03000     0.00000     0.00000
  2051.57000  5605.11000     0.00000     0.00000
 15014.90000  4847.02000     0.00000   958.67900
 24870.00000  3937.31000     0.00000   868.00060
 22671.50000  6893.85000     0.00000     0.00000
 22974.80000  2648.57000     0.00000  1131.48130
 15621.30000  9698.78000     0.00000     0.00000
  1748.34000  6287.39000     0.00000     0.00000
  2279.00000  4771.21000     0.00000     0.00000
 17971.40000  7879.37000     0.00000     0.00000
 13953.50000  9016.50000     0.00000     0.00000
 13119.60000  7348.71000     0.00000     0.00000
 11982.50000  8410.03000     0.00000     0.00000
  2127.38000  5605.11000     0.00000     0.00000
 15090.70000  4847.02000     0.00000  1624.31950
 24945.80000  3937.31000     0.00000     0.00000
 22747.40000  6893.85000     0.00000     0.00000
 23050.60000  2648.57000     0.00000  1131.47440
 15697.10000  9698.78000     0.00000     0.00000
  1824.15000  6287.39000     0.00000     0.00000
  2203.19000  4745.48000     0.00000     0.00000
 18047.20000  7879.37000     0.00000  1276.33180
 14029.30000  9016.50000     0.00000     0.00000
 13195.50000  7348.71000     0.00000     0.00000
 12058.30000  8410.03000     0.00000     0.00000
  2203.19000  5605.11000     0.00000     0.00000
 15166.50000  4847.02000     0.00000  1886.61890
 25021.60000  3937.31000     0.00000     0.00000
 22823.20000  6893.85000     0.00000     0.00000
 23126.40000  2648.57000     0.00000  1495.74290
 15773.00000  9698.78000     0.00000     0.00000
  1899.96000  6287.39000     0.00000     0.00000
  2354.81000  4771.21000     0.00000     0.00000
 18123.00000  7879.37000     0.00000  1290.97950
 14105.20000  9016.50000     0.00000     0.00000
 13271.30000  7348.71000     0.00000     0.00000
 12134.10000  8410.03000     0.00000     0.00000
  2279.00000  5605.11000     0.00000     0.00000
 15242.30000  4847.02000     0.00000  1922.43900
 25097.40000  3937.31000     0.00000     0.00000
 22899.00000  6893.85000     0.00000     0.00000
 23202.20000  2648.57000     0.00000   981.34920
 15848.80000  9698.78000     0.00000     0.00000
  1975.76000  6287.39000     0.00000     0.00000
  2279.00000  4745.48000     0.00000     0.00000
 18198.80000  7879.37000     0.00000  1309.68010
 14181.00000  9016.50000     0.00000     0.00000
 13347.10000  7348.71000     0.00000     0.00000
 12209.90000  8410.03000     0.00000     0.00000
  2354.81000  5605.11000     0.00000     0.00000
 15318.10000  4847.02000     0.00000  1896.31760
 25173.20000  3937.31000     0.00000  1024.22660
 22974.80000  6893.85000     0.00000     0.00000
 23278.00000  2648.57000     0.00000   923.10280
 15924.60000  9698.78000     0.00000   870.57540
  2051.57000  6287.39000     0.00000    22.23970
  2430.62000  4771.21000     0.00000     0.00000
 18274.60000  7879.37000     0.00000  1281.94930
 14256.80000  9016.50000     0.00000     0.00000
 13422.90000  7348.71000     0.00000     0.00000
 12285.80000  8410.03000     0.00000     0.00000
  2430.62000  5605.11000     0.00000     0.00000
 13921.70000  4891.03000     0.00000     0.00000
 25249.00000  3937.31000     0.00000  1024.22720
 23050.60000  6893.85000     0.00000     0.00000
 23353.80000  2648.57000     0.00000   873.65990
 16000.40000  9698.78000     0.00000   921.42560
  2127.38000  6287.39000     0.00000   182.30400
  2354.81000  4745.48000     0.00000     0.00000
 18350.40000  7879.37000     0.00000  1246.79900
 14332.60000  9016.50000     0.00000     0.00000
 13498.70000  7348.71000     0.00000  1142.65230
 12361.60000  8410.03000     0.00000     0.00000
  2506.43000  5605.11000     0.00000     0.00000
 15393.90000  4847.02000     0.00000  1725.42360
 25324.80000  3937.31000     0.00000  1024.22800
 23126.40000  6893.85000     0.00000     0.00000
 23429.60000  2648.57000     0.00000  1301.42420
 16076.20000  9698.78000     0.00000   872.68820
  2203.19000  6287.39000     0.00000   222.05490
  2506.43000  4771.21000     0.00000     0.00000
 18426.30000  7879.37000     0.00000     0.00000
 14408.40000  9016.50000     0.00000     0.00000
 13574.50000  7348.71000     0.00000  1137.79060
 12437.40000  8410.03000     0.00000     0.00000
  2633.56000  5605.11000     0.00000     0.00000
 15469.70000  4847.02000     0.00000  1275.62280
 25400.70000  3937.31000     0.00000  1024.22790
 23202.20000  6893.85000     0.00000     0.00000
 23505.40000  2648.57000     0.00000   867.61710
 16152.00000  9698.78000     0.00000     0.00000
  2279.00000  6287.39000     0.00000   190.46450
  2430.62000  4745.48000     0.00000     0.00000
 18502.10000  7879.37000     0.00000     0.00000
 14484.20000  9016.50000     0.00000     0.00000
 13650.30000  7348.71000     0.00000  1196.45350
 12513.20000  8410.03000     0.00000     0.00000
 12951.80000  5680.92000     0.00000     0.00000
 15545.50000  4847.02000     0.00000  1004.94650
 25476.50000  3937.31000     0.00000  1024.22790
 23278.00000  6893.85000     0.00000     0.00000
 23581.20000  2648.57000     0.00000   866.95550
 16227.80000  9698.78000     0.00000     0.00000
  2354.81000  6287.39000     0.00000   222.61440
  2582.23000  4771.21000     0.00000     0.00000
 18577.90000  7879.37000     0.00000     0.00000
 14560.00000  9016.50000     0.00000     0.00000
 13726.10000  7348.71000     0.00000  1253.70980
 12589.00000  8410.03000     0.00000     0.00000
 12956.80000  5669.71000     0.00000     0.00000
 15621.30000  4847.02000     0.00000  1015.80950
 25552.30000  3937.31000     0.00000     0.00000
 23353.80000  6893.85000     0.00000     0.00000
 23657.10000  2648.57000     0.00000   866.95590
 16303.60000  9698.78000     0.00000     0.00000
  2430.62000  6287.39000     0.00000   100.16930
  2506.43000  4745.48000     0.00000     0.00000
 18653.70000  7879.37000     0.00000     0.00000
 14635.80000  9016.50000     0.00000     0.00000
 13801.90000  7348.71000     0.00000  1191.27420
 12664.80000  8410.03000     0.00000     0.00000
 13195.50000  5605.11000     0.00000   430.54230
 15697.10000  4847.02000     0.00000  2571.98240
 25628.10000  3937.31000     0.00000     0.00000
 23429.60000  6893.85000     0.00000     0.00000
 23732.90000  2648.57000     0.00000   866.95620
 16379.40000  9698.78000     0.00000     0.00000
  2506.43000  6287.39000     0.00000    88.70010
  2632.31000  4745.48000     0.00000     0.00000
 18729.50000  7879.37000     0.00000     0.00000
 14711.60000  9016.50000     0.00000     0.00000
 13877.70000  7348.71000     0.00000  1185.84340
 12740.60000  8410.03000     0.00000     0.00000
 13271.30000  5605.11000     0.00000   429.54960
 15773.00000  4847.02000     0.00000  1744.52150
 25703.90000  3937.31000     0.00000     0.00000
 23505.40000  6893.85000     0.00000     0.00000
 23808.70000  2648.57000     0.00000   931.02980
 16455.20000  9698.78000     0.00000     0.00000
  2582.23000  6287.39000     0.00000    62.33720
  2633.56000  4746.73000     0.00000     0.00000
 18805.30000  7879.37000     0.00000     0.00000
 14787.40000  9016.50000     0.00000     0.00000
 13953.50000  7348.71000     0.00000     0.00000
 12816.40000  8410.03000     0.00000     0.00000
 13347.10000  5605.11000     0.00000   756.49260
 15848.80000  4847.02000     0.00000  1670.09730
 25779.70000  3937.31000     0.00000     0.00000
 23581.20000  6893.85000     0.00000     0.00000
 23884.50000  2648.57000     0.00000   931.04970
 16531.00000  9698.78000     0.00000     0.00000
  2658.04000  6287.39000     0.00000    55.24300
  1163.64000  7143.05000     0.00000     0.00000
 18881.10000  7879.37000     0.00000     0.00000
 14863.20000  9016.50000     0.00000     0.00000
 14029.30000  7348.71000     0.00000     0.00000
 12892.20000  8410.03000     0.00000     0.00000
 13422.90000  5605.11000     0.00000   830.54080
 15924.60000  4847.02000     0.00000  1666.52490
 16063.80000  3937.31000     0.00000   724.97040
 23657.10000  6893.85000     0.00000     0.00000
 23960.30000  2648.57000     0.00000   931.05840
 16606.80000  9698.78000     0.00000     0.00000
  2733.85000  6287.39000     0.00000    71.20710
  1217.68000  7121.28000     0.00000     0.00000
