n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        h max (m)
 24718.40000   298.49700     0.00000     5.33850
 24794.20000   298.49700     0.00000     4.58190
 24870.00000   298.49700     0.00000     4.60440
 24945.80000   298.49700     0.00000     4.57170
 25021.60000   298.49700     0.00000     4.58090
 25097.40000   298.49700     0.00000     4.57830
 25173.20000   298.49700     0.00000     4.58250
 25249.00000   298.49700     0.00000     4.58520
 25324.80000   298.49700     0.00000     4.58110
 25400.70000   298.49700     0.00000     4.57580
 25476.50000   298.49700     0.00000     4.58050
 25552.30000   298.49700     0.00000     4.57990
 25628.10000   298.49700     0.00000     4.58340
 25703.90000   298.49700     0.00000     4.59740
 25779.70000   298.49700     0.00000     4.61720
 24236.80000   298.49700     0.00000     5.26290
 24202.80000   313.60400     0.00000     5.19500
 24187.70000   320.33000     0.00000     7.13050
 24150.40000   336.95800     0.00000     4.63330
 24111.90000   354.08200     0.00000     6.59260
 24097.90000   360.31200     0.00000     6.85490
 24111.90000   374.30600     0.00000     5.81450
 24187.70000   374.30600     0.00000     4.77120
 24263.50000   374.30600     0.00000     4.75540
 24339.30000   374.30600     0.00000     4.98770
 24415.10000   374.30600     0.00000     4.80100
 24491.00000   374.30600     0.00000     4.60270
 24566.80000   374.30600     0.00000     4.77080
 24642.60000   374.30600     0.00000     4.57780
 24718.40000   374.30600     0.00000     4.59390
 24794.20000   374.30600     0.00000     4.57270
 24870.00000   374.30600     0.00000     4.60870
 24945.80000   374.30600     0.00000     4.57170
 25021.60000   374.30600     0.00000     4.57510
 25097.40000   374.30600     0.00000     4.57740
 25173.20000   374.30600     0.00000     4.58190
 25249.00000   374.30600     0.00000     4.58860
 25324.80000   374.30600     0.00000     4.58890
 25400.70000   374.30600     0.00000     4.57420
 25476.50000   374.30600     0.00000     4.57670
 25552.30000   374.30600     0.00000     4.57930
 25628.10000   374.30600     0.00000     4.58350
 25703.90000   374.30600     0.00000     4.79460
 25779.70000   374.30600     0.00000     4.59490
 24066.50000   374.30600     0.00000     6.01060
 24045.50000   383.66600     0.00000     7.64970
 24036.10000   387.83400     0.00000     0.00000
 23993.00000   407.02000     0.00000     2.76310
 23960.30000   421.58600     0.00000     0.00000
 23940.60000   430.37500     0.00000     4.80410
 23960.30000   450.11400     0.00000     5.68330
 24036.10000   450.11400     0.00000     4.79880
 24111.90000   450.11400     0.00000     4.59700
 24187.70000   450.11400     0.00000     5.05650
 24263.50000   450.11400     0.00000     5.37670
 24339.30000   450.11400     0.00000     4.67020
 24415.10000   450.11400     0.00000     4.57130
 24491.00000   450.11400     0.00000     4.60720
 24566.80000   450.11400     0.00000     4.57040
 24642.60000   450.11400     0.00000     4.57690
 24718.40000   450.11400     0.00000     4.58140
 24794.20000   450.11400     0.00000     4.58800
 24870.00000   450.11400     0.00000     4.58600
 24945.80000   450.11400     0.00000     4.58790
 25021.60000   450.11400     0.00000     4.57540
 25097.40000   450.11400     0.00000     4.58300
 25173.20000   450.11400     0.00000     4.57670
 25249.00000   450.11400     0.00000     4.58620
 25324.80000   450.11400     0.00000     4.58970
 25400.70000   450.11400     0.00000     4.58010
 25476.50000   450.11400     0.00000     4.57710
 25552.30000   450.11400     0.00000     4.58240
 25628.10000   450.11400     0.00000     4.59800
 25703.90000   450.11400     0.00000     4.88450
 25779.70000   450.11400     0.00000     4.59940
 23896.20000   450.11400     0.00000     0.00000
 23888.10000   453.72900     0.00000     0.00000
 23884.50000   455.33800     0.00000     0.00000
 23835.60000   477.08300     0.00000     0.00000
 23808.70000   489.09000     0.00000     4.01410
 23783.20000   500.43700     0.00000     3.17720
 23732.90000   522.84300     0.00000     0.00000
 23730.70000   523.79200     0.00000     0.00000
 23732.90000   525.92300     0.00000     8.43870
 23808.70000   525.92300     0.00000     5.19460
 23884.50000   525.92300     0.00000     5.66320
 23960.30000   525.92300     0.00000     5.94170
 24036.10000   525.92300     0.00000     5.88300
 24111.90000   525.92300     0.00000     4.61620
 24187.70000   525.92300     0.00000     4.63720
 24263.50000   525.92300     0.00000     4.61320
 24339.30000   525.92300     0.00000     4.58600
 24415.10000   525.92300     0.00000     4.57100
 24491.00000   525.92300     0.00000     4.58940
 24566.80000   525.92300     0.00000     4.57130
 24642.60000   525.92300     0.00000     4.57480
 24718.40000   525.92300     0.00000     4.57190
 24794.20000   525.92300     0.00000     4.58420
 24870.00000   525.92300     0.00000     4.57210
 24945.80000   525.92300     0.00000     4.57130
 25021.60000   525.92300     0.00000     4.57910
 25097.40000   525.92300     0.00000     4.57860
 25173.20000   525.92300     0.00000     4.58280
 25249.00000   525.92300     0.00000     4.57410
 25324.80000   525.92300     0.00000     4.58940
 25400.70000   525.92300     0.00000     4.57250
 25476.50000   525.92300     0.00000     4.57260
 25552.30000   525.92300     0.00000     4.58010
 25628.10000   525.92300     0.00000     4.58280
 25703.90000   525.92300     0.00000     4.95180
 25779.70000   525.92300     0.00000     4.76820
 23725.90000   525.92300     0.00000     4.54400
 23678.30000   547.14600     0.00000     3.53910
 23657.10000   556.59500     0.00000     4.68660
 23625.80000   570.50000     0.00000     4.38020
 23581.20000   590.34700     0.00000     5.27820
 23573.40000   593.85400     0.00000     5.27820
 23581.20000   601.73200     0.00000     7.62010
 23657.10000   601.73200     0.00000     6.75220
 23732.90000   601.73200     0.00000     4.58550
 23808.70000   601.73200     0.00000     4.57140
 23884.50000   601.73200     0.00000     6.39660
 23960.30000   601.73200     0.00000     4.94460
 24036.10000   601.73200     0.00000     4.57130
 24111.90000   601.73200     0.00000     4.57180
 24187.70000   601.73200     0.00000     4.75890
 24263.50000   601.73200     0.00000     4.61800
 24339.30000   601.73200     0.00000     4.58700
 24415.10000   601.73200     0.00000     4.57500
 24491.00000   601.73200     0.00000     4.58060
 24566.80000   601.73200     0.00000     4.57860
 24642.60000   601.73200     0.00000     4.57280
 24718.40000   601.73200     0.00000     4.57220
 24794.20000   601.73200     0.00000     4.58510
 24870.00000   601.73200     0.00000     4.57210
 24945.80000   601.73200     0.00000     4.57110
 25021.60000   601.73200     0.00000     4.59250
 25097.40000   601.73200     0.00000     4.57860
 25173.20000   601.73200     0.00000     4.58250
 25249.00000   601.73200     0.00000     4.57200
 25324.80000   601.73200     0.00000     4.58880
 25400.70000   601.73200     0.00000     4.57330
 25476.50000   601.73200     0.00000     4.57270
 25552.30000   601.73200     0.00000     4.58250
 25628.10000   601.73200     0.00000     4.59680
 25703.90000   601.73200     0.00000     4.63790
 25779.70000   601.73200     0.00000     5.00530
 23555.70000   601.73200     0.00000     6.39490
 23520.90000   617.20800     0.00000     4.61020
 23505.40000   624.09900     0.00000     4.70150
 23468.50000   640.56300     0.00000     4.98210
 23429.60000   657.85100     0.00000     6.21070
 23416.00000   663.91700     0.00000     7.01040
 23429.60000   677.54000     0.00000     5.21030
 23505.40000   677.54000     0.00000     4.62180
 23581.20000   677.54000     0.00000     4.57110
 23657.10000   677.54000     0.00000     4.76870
 23732.90000   677.54000     0.00000     5.88450
 23808.70000   677.54000     0.00000     4.80370
 23884.50000   677.54000     0.00000     4.57160
 23960.30000   677.54000     0.00000     4.57170
 24036.10000   677.54000     0.00000     4.57180
 24111.90000   677.54000     0.00000     4.57150
 24187.70000   677.54000     0.00000     4.68640
 24263.50000   677.54000     0.00000     4.62510
 24339.30000   677.54000     0.00000     4.58790
 24415.10000   677.54000     0.00000     4.57320
 24491.00000   677.54000     0.00000     4.59010
 24566.80000   677.54000     0.00000     4.58350
 24642.60000   677.54000     0.00000     4.57950
 24718.40000   677.54000     0.00000     4.58000
 24794.20000   677.54000     0.00000     4.57880
 24870.00000   677.54000     0.00000     4.57230
 24945.80000   677.54000     0.00000     4.57810
 25021.60000   677.54000     0.00000     4.57430
 25097.40000   677.54000     0.00000     4.59710
 25173.20000   677.54000     0.00000     4.58210
 25249.00000   677.54000     0.00000     4.59040
 25324.80000   677.54000     0.00000     4.57890
 25400.70000   677.54000     0.00000     4.57320
 25476.50000   677.54000     0.00000     4.57940
 25552.30000   677.54000     0.00000     4.58290
 25628.10000   677.54000     0.00000     4.82830
 25703.90000   677.54000     0.00000     4.59960
 25779.70000   677.54000     0.00000     5.03500
 23385.40000   677.54000     0.00000     7.83290
 23363.60000   687.27100     0.00000     7.00000
 23353.80000   691.60300     0.00000     7.00000
 23311.10000   710.62500     0.00000     3.42390
 23278.00000   725.35600     0.00000     4.64700
 23258.60000   733.97900     0.00000     4.57910
 23278.00000   753.34900     0.00000     6.91630
 23353.80000   753.34900     0.00000     4.60530
 23429.60000   753.34900     0.00000     4.57160
 23505.40000   753.34900     0.00000     4.57120
 23581.20000   753.34900     0.00000     4.57180
 23657.10000   753.34900     0.00000     4.57140
 23732.90000   753.34900     0.00000     4.57130
 23808.70000   753.34900     0.00000     4.57190
 23884.50000   753.34900     0.00000     4.57180
 23960.30000   753.34900     0.00000     4.57230
 24036.10000   753.34900     0.00000     4.57160
 24111.90000   753.34900     0.00000     4.57160
 24187.70000   753.34900     0.00000     4.66550
 24263.50000   753.34900     0.00000     4.61300
 24339.30000   753.34900     0.00000     4.58150
 24415.10000   753.34900     0.00000     4.57520
 24491.00000   753.34900     0.00000     4.59990
 24566.80000   753.34900     0.00000     4.59450
 24642.60000   753.34900     0.00000     4.57240
 24718.40000   753.34900     0.00000     4.57200
 24794.20000   753.34900     0.00000     4.57190
 24870.00000   753.34900     0.00000     4.58820
 24945.80000   753.34900     0.00000     4.57230
 25021.60000   753.34900     0.00000     4.57580
 25097.40000   753.34900     0.00000     4.57810
 25173.20000   753.34900     0.00000     4.59310
 25249.00000   753.34900     0.00000     4.58140
 25324.80000   753.34900     0.00000     4.58060
 25400.70000   753.34900     0.00000     4.57390
 25476.50000   753.34900     0.00000     4.57690
 25552.30000   753.34900     0.00000     4.58470
 25628.10000   753.34900     0.00000     4.94430
 25703.90000   753.34900     0.00000     4.82780
 25779.70000   753.34900     0.00000     4.82880
 23215.10000   753.34900     0.00000     3.23040
 23206.20000   757.33400     0.00000     3.23040
 23202.20000   759.10800     0.00000     0.00000
 23153.70000   780.68800     0.00000     7.12980
 23126.40000   792.86000     0.00000     4.70740
 23101.30000   804.04200     0.00000     4.64140
 23050.60000   826.61300     0.00000     8.30390
 23048.80000   827.39700     0.00000     8.30390
 23050.60000   829.15800     0.00000     8.30390
 23126.40000   829.15800     0.00000     7.28480
 23202.20000   829.15800     0.00000     4.57520
 23278.00000   829.15800     0.00000     4.57170
 23353.80000   829.15800     0.00000     4.57170
 23429.60000   829.15800     0.00000     4.57150
 23505.40000   829.15800     0.00000     4.57160
 23581.20000   829.15800     0.00000     4.57160
 23657.10000   829.15800     0.00000     4.57180
 23732.90000   829.15800     0.00000     4.57160
 23808.70000   829.15800     0.00000     4.57230
 23884.50000   829.15800     0.00000     4.57200
 23960.30000   829.15800     0.00000     4.57350
 24036.10000   829.15800     0.00000     4.57400
 24111.90000   829.15800     0.00000     4.61430
 24187.70000   829.15800     0.00000     4.64150
 24263.50000   829.15800     0.00000     4.60460
 24339.30000   829.15800     0.00000     4.57500
 24415.10000   829.15800     0.00000     4.57440
 24491.00000   829.15800     0.00000     4.60110
 24566.80000   829.15800     0.00000     4.60050
 24642.60000   829.15800     0.00000     4.58730
 24718.40000   829.15800     0.00000     4.58640
 24794.20000   829.15800     0.00000     4.58590
 24870.00000   829.15800     0.00000     4.58520
 24945.80000   829.15800     0.00000     4.57110
 25021.60000   829.15800     0.00000     4.58230
 25097.40000   829.15800     0.00000     4.57680
 25173.20000   829.15800     0.00000     4.59340
 25249.00000   829.15800     0.00000     4.57430
 25324.80000   829.15800     0.00000     4.58910
 25400.70000   829.15800     0.00000     4.57370
 25476.50000   829.15800     0.00000     6.02000
 25552.30000   829.15800     0.00000     4.59940
 25628.10000   829.15800     0.00000     4.64840
 25703.90000   829.15800     0.00000     4.87410
 25779.70000   829.15800     0.00000     4.57550
 23044.90000   829.15800     0.00000     8.30390
 22996.40000   850.75100     0.00000     6.01480
 22974.80000   860.36500     0.00000     4.91450
 22943.90000   874.10500     0.00000     4.44650
 22899.00000   894.11700     0.00000     7.89930
 22891.50000   897.46000     0.00000     7.90190
 22899.00000   904.96600     0.00000     7.89930
 22974.80000   904.96600     0.00000     5.51210
 23050.60000   904.96600     0.00000     4.58530
 23126.40000   904.96600     0.00000     4.57130
 23202.20000   904.96600     0.00000     4.57120
 23278.00000   904.96600     0.00000     4.57180
 23353.80000   904.96600     0.00000     4.57130
 23429.60000   904.96600     0.00000     4.57150
 23505.40000   904.96600     0.00000     4.57200
 23581.20000   904.96600     0.00000     4.57180
 23657.10000   904.96600     0.00000     4.57200
 23732.90000   904.96600     0.00000     4.57170
 23808.70000   904.96600     0.00000     4.57170
 23884.50000   904.96600     0.00000     4.58360
 23960.30000   904.96600     0.00000     4.59770
 24036.10000   904.96600     0.00000     4.74850
 24111.90000   904.96600     0.00000     4.79530
 24187.70000   904.96600     0.00000     4.61140
 24263.50000   904.96600     0.00000     4.58920
 24339.30000   904.96600     0.00000     4.57400
 24415.10000   904.96600     0.00000     4.59390
 24491.00000   904.96600     0.00000     4.62120
 24566.80000   904.96600     0.00000     4.61770
 24642.60000   904.96600     0.00000     4.57930
 24718.40000   904.96600     0.00000     4.57230
 24794.20000   904.96600     0.00000     4.57190
 24870.00000   904.96600     0.00000     4.57270
 24945.80000   904.96600     0.00000     4.58990
 25021.60000   904.96600     0.00000     4.57620
 25097.40000   904.96600     0.00000     6.15880
 25173.20000   904.96600     0.00000     4.59410
 25249.00000   904.96600     0.00000     4.57200
 25324.80000   904.96600     0.00000     4.58910
 25400.70000   904.96600     0.00000     4.57330
 25476.50000   904.96600     0.00000     4.58450
 25552.30000   904.96600     0.00000     5.03610
 25628.10000   904.96600     0.00000     4.61510
 25703.90000   904.96600     0.00000     4.99220
 25779.70000   904.96600     0.00000     4.58340
 22874.60000   904.96600     0.00000     6.61550
 22839.00000   920.81400     0.00000     8.17720
 22823.20000   927.86900     0.00000     8.00320
 22786.60000   944.16800     0.00000     3.75170
 22747.40000   961.62200     0.00000     5.23420
 22734.10000   967.52200     0.00000     6.28100
 22747.40000   980.77500     0.00000     6.70330
 22823.20000   980.77500     0.00000     5.00150
 22899.00000   980.77500     0.00000     4.59660
 22974.80000   980.77500     0.00000     4.58320
 23050.60000   980.77500     0.00000     4.58320
 23126.40000   980.77500     0.00000     4.58730
 23202.20000   980.77500     0.00000     4.60960
 23278.00000   980.77500     0.00000     4.57590
 23353.80000   980.77500     0.00000     4.57210
 23429.60000   980.77500     0.00000     4.57210
 23505.40000   980.77500     0.00000     4.57190
 23581.20000   980.77500     0.00000     4.57160
 23657.10000   980.77500     0.00000     4.57210
 23732.90000   980.77500     0.00000     4.57190
 23808.70000   980.77500     0.00000     4.58490
 23884.50000   980.77500     0.00000     4.58180
 23960.30000   980.77500     0.00000     5.23970
 24036.10000   980.77500     0.00000     4.62030
 24111.90000   980.77500     0.00000     4.61910
 24187.70000   980.77500     0.00000     4.60050
 24263.50000   980.77500     0.00000     4.57270
 24339.30000   980.77500     0.00000     4.57300
 24415.10000   980.77500     0.00000     4.60340
 24491.00000   980.77500     0.00000     4.59400
 24566.80000   980.77500     0.00000     6.38790
 24642.60000   980.77500     0.00000     6.35130
 24718.40000   980.77500     0.00000     4.57360
 24794.20000   980.77500     0.00000     4.57350
 24870.00000   980.77500     0.00000     4.57650
 24945.80000   980.77500     0.00000     4.62290
 25021.60000   980.77500     0.00000     4.62130
 25097.40000   980.77500     0.00000     4.59040
 25173.20000   980.77500     0.00000     4.58620
 25249.00000   980.77500     0.00000     4.58330
 25324.80000   980.77500     0.00000     4.58970
 25400.70000   980.77500     0.00000     4.57360
 25476.50000   980.77500     0.00000     4.58030
 25552.30000   980.77500     0.00000     4.91950
 25628.10000   980.77500     0.00000     4.61450
 25703.90000   980.77500     0.00000     4.95840
 25779.70000   980.77500     0.00000     4.57300
 22704.30000   980.77500     0.00000     7.77680
 22681.60000   990.87600     0.00000     8.34520
 22671.50000   995.37400     0.00000     8.34560
 22629.20000  1014.23000     0.00000     4.46830
 22595.70000  1029.13000     0.00000     5.58190
 22576.70000  1037.58000     0.00000     7.25200
 22595.70000  1056.58000     0.00000     6.62180
 22671.50000  1056.58000     0.00000     4.60070
 22747.40000  1056.58000     0.00000     4.57270
 22823.20000  1056.58000     0.00000     4.57250
 22899.00000  1056.58000     0.00000     4.70110
 22974.80000  1056.58000     0.00000     4.69850
 23050.60000  1056.58000     0.00000     4.69930
 23126.40000  1056.58000     0.00000     4.79850
 23202.20000  1056.58000     0.00000     4.59740
 23278.00000  1056.58000     0.00000     4.60060
 23353.80000  1056.58000     0.00000     4.59210
 23429.60000  1056.58000     0.00000     4.60520
 23505.40000  1056.58000     0.00000     4.63640
 23581.20000  1056.58000     0.00000     4.57340
 23657.10000  1056.58000     0.00000     4.58830
 23732.90000  1056.58000     0.00000     4.59660
 23808.70000  1056.58000     0.00000     4.58760
 23884.50000  1056.58000     0.00000     5.10220
 23960.30000  1056.58000     0.00000     4.60170
 24036.10000  1056.58000     0.00000     4.59280
 24111.90000  1056.58000     0.00000     4.61750
 24187.70000  1056.58000     0.00000     6.55840
 24263.50000  1056.58000     0.00000     4.58750
 24339.30000  1056.58000     0.00000     4.57890
 24415.10000  1056.58000     0.00000     4.59900
 24491.00000  1056.58000     0.00000     4.61730
 24566.80000  1056.58000     0.00000     4.60900
 24642.60000  1056.58000     0.00000     4.59880
 24718.40000  1056.58000     0.00000     4.57740
 24794.20000  1056.58000     0.00000     4.57170
 24870.00000  1056.58000     0.00000     4.57620
 24945.80000  1056.58000     0.00000     4.62800
 25021.60000  1056.58000     0.00000     4.57050
 25097.40000  1056.58000     0.00000     4.59600
 25173.20000  1056.58000     0.00000     4.60660
 25249.00000  1056.58000     0.00000     4.60520
 25324.80000  1056.58000     0.00000     4.58910
 25400.70000  1056.58000     0.00000     4.57350
 25476.50000  1056.58000     0.00000     4.57820
 25552.30000  1056.58000     0.00000     4.67520
 25628.10000  1056.58000     0.00000     4.57970
 25703.90000  1056.58000     0.00000     4.92530
 25779.70000  1056.58000     0.00000     4.57340
 22534.10000  1056.58000     0.00000     7.36350
 22524.30000  1060.94000     0.00000     7.76110
 22519.90000  1062.88000     0.00000     7.76110
 22471.80000  1084.29000     0.00000     6.25490
 22444.10000  1096.63000     0.00000     6.85400
 22419.40000  1107.65000     0.00000     3.28940
 22368.30000  1130.38000     0.00000     6.68240
 22366.90000  1131.00000     0.00000     7.12770
 22368.30000  1132.39000     0.00000     6.71370
 22444.10000  1132.39000     0.00000     5.32930
 22519.90000  1132.39000     0.00000     4.61410
 22595.70000  1132.39000     0.00000     4.57300
 22671.50000  1132.39000     0.00000     4.57170
 22747.40000  1132.39000     0.00000     4.57170
 22823.20000  1132.39000     0.00000     4.57170
 22899.00000  1132.39000     0.00000     4.57130
 22974.80000  1132.39000     0.00000     4.57190
 23050.60000  1132.39000     0.00000     4.57180
 23126.40000  1132.39000     0.00000     4.57170
 23202.20000  1132.39000     0.00000     4.76780
 23278.00000  1132.39000     0.00000     4.77640
 23353.80000  1132.39000     0.00000     4.77840
 23429.60000  1132.39000     0.00000     4.92440
 23505.40000  1132.39000     0.00000     4.71570
 23581.20000  1132.39000     0.00000     4.59060
 23657.10000  1132.39000     0.00000     4.57980
 23732.90000  1132.39000     0.00000     4.91230
 23808.70000  1132.39000     0.00000     6.85570
 23884.50000  1132.39000     0.00000     4.58870
 23960.30000  1132.39000     0.00000     4.59330
 24036.10000  1132.39000     0.00000     4.57220
 24111.90000  1132.39000     0.00000     4.57190
 24187.70000  1132.39000     0.00000     4.59040
 24263.50000  1132.39000     0.00000     4.62390
 24339.30000  1132.39000     0.00000     4.62630
 24415.10000  1132.39000     0.00000     4.62670
 24491.00000  1132.39000     0.00000     4.61320
 24566.80000  1132.39000     0.00000     4.61270
 24642.60000  1132.39000     0.00000     4.62390
 24718.40000  1132.39000     0.00000     4.59430
 24794.20000  1132.39000     0.00000     4.58230
 24870.00000  1132.39000     0.00000     4.59140
 24945.80000  1132.39000     0.00000     4.57220
 25021.60000  1132.39000     0.00000     4.58260
 25097.40000  1132.39000     0.00000     4.57780
 25173.20000  1132.39000     0.00000     4.60350
 25249.00000  1132.39000     0.00000     4.57630
 25324.80000  1132.39000     0.00000     4.62380
 25400.70000  1132.39000     0.00000     4.57340
 25476.50000  1132.39000     0.00000     4.57690
 25552.30000  1132.39000     0.00000     4.73570
 25628.10000  1132.39000     0.00000     4.58930
 25703.90000  1132.39000     0.00000     4.98320
 25779.70000  1132.39000     0.00000     4.60320
 22363.80000  1132.39000     0.00000     7.08270
 22314.50000  1154.36000     0.00000     4.27870
 22292.50000  1164.13000     0.00000     0.00000
 22262.00000  1177.71000     0.00000     4.62050
 22216.70000  1197.89000     0.00000     8.11750
 22209.60000  1201.06000     0.00000     8.11750
 22216.70000  1208.20000     0.00000     8.14020
 22292.50000  1208.20000     0.00000     5.04600
 22368.30000  1208.20000     0.00000     4.60430
 22444.10000  1208.20000     0.00000     4.57140
 22519.90000  1208.20000     0.00000     4.57170
 22595.70000  1208.20000     0.00000     4.57200
 22671.50000  1208.20000     0.00000     4.57160
 22747.40000  1208.20000     0.00000     4.57180
 22823.20000  1208.20000     0.00000     4.57190
 22899.00000  1208.20000     0.00000     4.57170
 22974.80000  1208.20000     0.00000     4.57240
 23050.60000  1208.20000     0.00000     4.57200
 23126.40000  1208.20000     0.00000     4.57200
 23202.20000  1208.20000     0.00000     4.57180
 23278.00000  1208.20000     0.00000     4.57160
 23353.80000  1208.20000     0.00000     4.57180
 23429.60000  1208.20000     0.00000     6.96810
 23505.40000  1208.20000     0.00000     4.79030
 23581.20000  1208.20000     0.00000     4.82990
 23657.10000  1208.20000     0.00000     4.76800
 23732.90000  1208.20000     0.00000     4.70100
 23808.70000  1208.20000     0.00000     4.68390
 23884.50000  1208.20000     0.00000     4.58320
 23960.30000  1208.20000     0.00000     4.57210
 24036.10000  1208.20000     0.00000     4.57240
 24111.90000  1208.20000     0.00000     4.57200
 24187.70000  1208.20000     0.00000     4.57210
 24263.50000  1208.20000     0.00000     4.57200
 24339.30000  1208.20000     0.00000     4.57220
 24415.10000  1208.20000     0.00000     4.57200
 24491.00000  1208.20000     0.00000     4.57220
 24566.80000  1208.20000     0.00000     4.58870
 24642.60000  1208.20000     0.00000     4.59260
 24718.40000  1208.20000     0.00000     4.62030
 24794.20000  1208.20000     0.00000     4.58440
 24870.00000  1208.20000     0.00000     4.57140
 24945.80000  1208.20000     0.00000     4.58990
 25021.60000  1208.20000     0.00000     4.58430
 25097.40000  1208.20000     0.00000     4.58470
 25173.20000  1208.20000     0.00000     4.58060
 25249.00000  1208.20000     0.00000     4.60460
 25324.80000  1208.20000     0.00000     4.59840
 25400.70000  1208.20000     0.00000     4.57450
 25476.50000  1208.20000     0.00000     4.57660
 25552.30000  1208.20000     0.00000     4.59300
 25628.10000  1208.20000     0.00000     4.59380
 25703.90000  1208.20000     0.00000     4.91300
 25779.70000  1208.20000     0.00000     4.57340
 22193.50000  1208.20000     0.00000     7.36150
 22157.10000  1224.42000     0.00000     6.79710
 22140.90000  1231.64000     0.00000     6.46600
 22104.60000  1247.77000     0.00000     6.40180
 22065.10000  1265.39000     0.00000     8.27000
 22052.20000  1271.13000     0.00000     6.67910
 22065.10000  1284.01000     0.00000     8.51250
 22140.90000  1284.01000     0.00000     5.02440
 22216.70000  1284.01000     0.00000     4.60290
 22292.50000  1284.01000     0.00000     4.65270
 22368.30000  1284.01000     0.00000     4.57420
 22444.10000  1284.01000     0.00000     4.57170
 22519.90000  1284.01000     0.00000     4.57170
 22595.70000  1284.01000     0.00000     4.57230
 22671.50000  1284.01000     0.00000     4.57180
 22747.40000  1284.01000     0.00000     4.57240
 22823.20000  1284.01000     0.00000     4.57180
 22899.00000  1284.01000     0.00000     4.57180
 22974.80000  1284.01000     0.00000     4.57200
 23050.60000  1284.01000     0.00000     7.22330
 23126.40000  1284.01000     0.00000     4.57200
 23202.20000  1284.01000     0.00000     4.57180
 23278.00000  1284.01000     0.00000     4.57170
 23353.80000  1284.01000     0.00000     4.57200
