n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        h max (m)
 24794.20000   677.54000     0.00000     3.00000
 24870.00000   677.54000     0.00000     3.05810
 24945.80000   677.54000     0.00000     3.53840
 25021.60000   677.54000     0.00000     2.99810
 25097.40000   677.54000     0.00000     3.03080
 25173.20000   677.54000     0.00000     3.00780
 25249.00000   677.54000     0.00000     3.01170
 25324.80000   677.54000     0.00000     3.00000
 25400.70000   677.54000     0.00000     3.00470
 25476.50000   677.54000     0.00000     3.00280
 25552.30000   677.54000     0.00000     3.00580
 25628.10000   677.54000     0.00000     3.20590
 25703.90000   677.54000     0.00000     3.03020
 25779.70000   677.54000     0.00000     3.29870
 23385.40000   677.54000     0.00000     3.60360
 23363.60000   687.27100     0.00000     4.18490
 23353.80000   691.60300     0.00000     4.07870
 23311.10000   710.62500     0.00000     2.66540
 23278.00000   725.35600     0.00000     4.28650
 23258.60000   733.97900     0.00000     4.42950
 23278.00000   753.34900     0.00000     4.16370
 23353.80000   753.34900     0.00000     4.00740
 23429.60000   753.34900     0.00000     2.99870
 23505.40000   753.34900     0.00000     4.50070
 23581.20000   753.34900     0.00000     3.23510
 23657.10000   753.34900     0.00000     3.96590
 23732.90000   753.34900     0.00000     3.06660
 23808.70000   753.34900     0.00000     2.99780
 23884.50000   753.34900     0.00000     3.06290
 23960.30000   753.34900     0.00000     2.99750
 24036.10000   753.34900     0.00000     2.99770
 24111.90000   753.34900     0.00000     3.27320
 24187.70000   753.34900     0.00000     3.07400
 24263.50000   753.34900     0.00000     3.04540
 24339.30000   753.34900     0.00000     3.00490
 24415.10000   753.34900     0.00000     2.99810
 24491.00000   753.34900     0.00000     3.01300
 24566.80000   753.34900     0.00000     3.04960
 24642.60000   753.34900     0.00000     2.99770
 24718.40000   753.34900     0.00000     2.99770
 24794.20000   753.34900     0.00000     2.99750
 24870.00000   753.34900     0.00000     3.00060
 24945.80000   753.34900     0.00000     2.99870
 25021.60000   753.34900     0.00000     3.43940
 25097.40000   753.34900     0.00000     3.00590
 25173.20000   753.34900     0.00000     3.01850
 25249.00000   753.34900     0.00000     3.00850
 25324.80000   753.34900     0.00000     3.00140
 25400.70000   753.34900     0.00000     3.00420
 25476.50000   753.34900     0.00000     3.00270
 25552.30000   753.34900     0.00000     3.00660
 25628.10000   753.34900     0.00000     3.22840
 25703.90000   753.34900     0.00000     3.03190
 25779.70000   753.34900     0.00000     3.04330
 23215.10000   753.34900     0.00000     4.67910
 23206.20000   757.33400     0.00000     3.77340
 23202.20000   759.10800     0.00000     3.77340
 23153.70000   780.68800     0.00000     0.00000
 23126.40000   792.86000     0.00000     2.87180
 23101.30000   804.04200     0.00000     1.33850
 23050.60000   826.61300     0.00000     4.96600
 23048.80000   827.39700     0.00000     4.96600
 23050.60000   829.15800     0.00000     7.14560
 23126.40000   829.15800     0.00000     3.77360
 23202.20000   829.15800     0.00000     4.77910
 23278.00000   829.15800     0.00000     3.00050
 23353.80000   829.15800     0.00000     3.85220
 23429.60000   829.15800     0.00000     3.01890
 23505.40000   829.15800     0.00000     3.14480
 23581.20000   829.15800     0.00000     3.53760
 23657.10000   829.15800     0.00000     3.43530
 23732.90000   829.15800     0.00000     3.54100
 23808.70000   829.15800     0.00000     2.99890
 23884.50000   829.15800     0.00000     2.99750
 23960.30000   829.15800     0.00000     3.63080
 24036.10000   829.15800     0.00000     2.99730
 24111.90000   829.15800     0.00000     3.04010
 24187.70000   829.15800     0.00000     3.06570
 24263.50000   829.15800     0.00000     3.03320
 24339.30000   829.15800     0.00000     3.00510
 24415.10000   829.15800     0.00000     2.99700
 24491.00000   829.15800     0.00000     3.01010
 24566.80000   829.15800     0.00000     3.00440
 24642.60000   829.15800     0.00000     2.99790
 24718.40000   829.15800     0.00000     2.99780
 24794.20000   829.15800     0.00000     2.99780
 24870.00000   829.15800     0.00000     2.99780
 24945.80000   829.15800     0.00000     2.99720
 25021.60000   829.15800     0.00000     2.99900
 25097.40000   829.15800     0.00000     2.99910
 25173.20000   829.15800     0.00000     3.01850
 25249.00000   829.15800     0.00000     2.99760
 25324.80000   829.15800     0.00000     3.00520
 25400.70000   829.15800     0.00000     3.00410
 25476.50000   829.15800     0.00000     3.00680
 25552.30000   829.15800     0.00000     3.01330
 25628.10000   829.15800     0.00000     3.04030
 25703.90000   829.15800     0.00000     3.02670
 25779.70000   829.15800     0.00000     2.99860
 23044.90000   829.15800     0.00000     7.14560
 22996.40000   850.75100     0.00000     4.59200
 22974.80000   860.36500     0.00000     2.99380
 22943.90000   874.10500     0.00000     1.68510
 22899.00000   894.11700     0.00000     3.47100
 22891.50000   897.46000     0.00000     5.30490
 22899.00000   904.96600     0.00000     5.30320
 22974.80000   904.96600     0.00000     5.38790
 23050.60000   904.96600     0.00000     3.21810
 23126.40000   904.96600     0.00000     4.81150
 23202.20000   904.96600     0.00000     3.38680
 23278.00000   904.96600     0.00000     3.21030
 23353.80000   904.96600     0.00000     3.87620
 23429.60000   904.96600     0.00000     3.64160
 23505.40000   904.96600     0.00000     4.00610
 23581.20000   904.96600     0.00000     2.99800
 23657.10000   904.96600     0.00000     3.25090
 23732.90000   904.96600     0.00000     2.99860
 23808.70000   904.96600     0.00000     3.57430
 23884.50000   904.96600     0.00000     3.00910
 23960.30000   904.96600     0.00000     3.01730
 24036.10000   904.96600     0.00000     3.08050
 24111.90000   904.96600     0.00000     3.11810
 24187.70000   904.96600     0.00000     3.02810
 24263.50000   904.96600     0.00000     3.01750
 24339.30000   904.96600     0.00000     3.00240
 24415.10000   904.96600     0.00000     3.01170
 24491.00000   904.96600     0.00000     3.02660
 24566.80000   904.96600     0.00000     3.01650
 24642.60000   904.96600     0.00000     3.00200
 24718.40000   904.96600     0.00000     2.99780
 24794.20000   904.96600     0.00000     2.99780
 24870.00000   904.96600     0.00000     2.99810
 24945.80000   904.96600     0.00000     3.02900
 25021.60000   904.96600     0.00000     2.99870
 25097.40000   904.96600     0.00000     2.99780
 25173.20000   904.96600     0.00000     3.01920
 25249.00000   904.96600     0.00000     2.99750
 25324.80000   904.96600     0.00000     3.00550
 25400.70000   904.96600     0.00000     3.00460
 25476.50000   904.96600     0.00000     3.00630
 25552.30000   904.96600     0.00000     3.33260
 25628.10000   904.96600     0.00000     3.03800
 25703.90000   904.96600     0.00000     3.05050
 25779.70000   904.96600     0.00000     3.01550
 22874.60000   904.96600     0.00000     4.42900
 22839.00000   920.81400     0.00000     5.47690
 22823.20000   927.86900     0.00000     6.14440
 22786.60000   944.16800     0.00000     9.13290
 22747.40000   961.62200     0.00000     6.35300
 22734.10000   967.52200     0.00000     5.77230
 22747.40000   980.77500     0.00000     4.86080
 22823.20000   980.77500     0.00000     4.49670
 22899.00000   980.77500     0.00000     3.72190
 22974.80000   980.77500     0.00000     3.01890
 23050.60000   980.77500     0.00000     3.62120
 23126.40000   980.77500     0.00000     3.19800
 23202.20000   980.77500     0.00000     3.50700
 23278.00000   980.77500     0.00000     3.01150
 23353.80000   980.77500     0.00000     4.13450
 23429.60000   980.77500     0.00000     3.10610
 23505.40000   980.77500     0.00000     3.60790
 23581.20000   980.77500     0.00000     2.99880
 23657.10000   980.77500     0.00000     2.99760
 23732.90000   980.77500     0.00000     2.99840
 23808.70000   980.77500     0.00000     3.00650
 23884.50000   980.77500     0.00000     3.14360
 23960.30000   980.77500     0.00000     3.36550
 24036.10000   980.77500     0.00000     3.03840
 24111.90000   980.77500     0.00000     3.02270
 24187.70000   980.77500     0.00000     3.07800
 24263.50000   980.77500     0.00000     3.14560
 24339.30000   980.77500     0.00000     3.00460
 24415.10000   980.77500     0.00000     3.02710
 24491.00000   980.77500     0.00000     3.02700
 24566.80000   980.77500     0.00000     3.02650
 24642.60000   980.77500     0.00000     3.01710
 24718.40000   980.77500     0.00000     3.00790
 24794.20000   980.77500     0.00000     3.00800
 24870.00000   980.77500     0.00000     3.00800
 24945.80000   980.77500     0.00000     3.00800
 25021.60000   980.77500     0.00000     3.00470
 25097.40000   980.77500     0.00000     3.00030
 25173.20000   980.77500     0.00000     3.01020
 25249.00000   980.77500     0.00000     3.00500
 25324.80000   980.77500     0.00000     3.00510
 25400.70000   980.77500     0.00000     3.00400
 25476.50000   980.77500     0.00000     3.01030
 25552.30000   980.77500     0.00000     3.18330
 25628.10000   980.77500     0.00000     3.02620
 25703.90000   980.77500     0.00000     3.05870
 25779.70000   980.77500     0.00000     2.99860
 22704.30000   980.77500     0.00000     5.23640
 22681.60000   990.87600     0.00000     4.99260
 22671.50000   995.37400     0.00000     5.44630
 22629.20000  1014.23000     0.00000     3.26340
 22595.70000  1029.13000     0.00000     4.76360
 22576.70000  1037.58000     0.00000     5.13060
 22595.70000  1056.58000     0.00000     4.30620
 22671.50000  1056.58000     0.00000     3.03880
 22747.40000  1056.58000     0.00000     3.14670
 22823.20000  1056.58000     0.00000     4.41070
 22899.00000  1056.58000     0.00000     3.36770
 22974.80000  1056.58000     0.00000     3.97360
 23050.60000  1056.58000     0.00000     3.84390
 23126.40000  1056.58000     0.00000     4.02950
 23202.20000  1056.58000     0.00000     3.10030
 23278.00000  1056.58000     0.00000     3.82340
 23353.80000  1056.58000     0.00000     3.54840
 23429.60000  1056.58000     0.00000     3.03560
 23505.40000  1056.58000     0.00000     3.01030
 23581.20000  1056.58000     0.00000     3.00730
 23657.10000  1056.58000     0.00000     3.01890
 23732.90000  1056.58000     0.00000     3.02000
 23808.70000  1056.58000     0.00000     3.00760
 23884.50000  1056.58000     0.00000     3.25610
 23960.30000  1056.58000     0.00000     3.06840
 24036.10000  1056.58000     0.00000     3.02250
 24111.90000  1056.58000     0.00000     3.03350
 24187.70000  1056.58000     0.00000     3.05770
 24263.50000  1056.58000     0.00000     3.01700
 24339.30000  1056.58000     0.00000     3.00690
 24415.10000  1056.58000     0.00000     3.02190
 24491.00000  1056.58000     0.00000     3.02410
 24566.80000  1056.58000     0.00000     3.01480
 24642.60000  1056.58000     0.00000     3.01750
 24718.40000  1056.58000     0.00000     3.00290
 24794.20000  1056.58000     0.00000     2.99800
 24870.00000  1056.58000     0.00000     3.00910
 24945.80000  1056.58000     0.00000     3.03040
 25021.60000  1056.58000     0.00000     2.99800
 25097.40000  1056.58000     0.00000     3.02250
 25173.20000  1056.58000     0.00000     3.02330
 25249.00000  1056.58000     0.00000     3.01200
 25324.80000  1056.58000     0.00000     3.00540
 25400.70000  1056.58000     0.00000     3.00440
 25476.50000  1056.58000     0.00000     3.00320
 25552.30000  1056.58000     0.00000     3.08100
 25628.10000  1056.58000     0.00000     3.01200
 25703.90000  1056.58000     0.00000     3.04960
 25779.70000  1056.58000     0.00000     2.99880
 22534.10000  1056.58000     0.00000     4.69900
 22524.30000  1060.94000     0.00000     5.08120
 22519.90000  1062.88000     0.00000     5.08120
 22471.80000  1084.29000     0.00000     5.10930
 22444.10000  1096.63000     0.00000     2.76550
 22419.40000  1107.65000     0.00000     2.78830
 22368.30000  1130.38000     0.00000     4.55630
 22366.90000  1131.00000     0.00000     4.56110
 22368.30000  1132.39000     0.00000     4.58760
 22444.10000  1132.39000     0.00000     3.79310
 22519.90000  1132.39000     0.00000     3.20040
 22595.70000  1132.39000     0.00000     2.99840
 22671.50000  1132.39000     0.00000     3.01230
 22747.40000  1132.39000     0.00000     4.22280
 22823.20000  1132.39000     0.00000     2.99840
 22899.00000  1132.39000     0.00000     3.88760
 22974.80000  1132.39000     0.00000     2.99770
 23050.60000  1132.39000     0.00000     3.00420
 23126.40000  1132.39000     0.00000     2.99900
 23202.20000  1132.39000     0.00000     3.18170
 23278.00000  1132.39000     0.00000     3.16910
 23353.80000  1132.39000     0.00000     3.16670
 23429.60000  1132.39000     0.00000     3.31210
 23505.40000  1132.39000     0.00000     4.34800
 23581.20000  1132.39000     0.00000     3.03920
 23657.10000  1132.39000     0.00000     3.01200
 23732.90000  1132.39000     0.00000     3.22770
 23808.70000  1132.39000     0.00000     3.10790
 23884.50000  1132.39000     0.00000     3.02060
 23960.30000  1132.39000     0.00000     3.01360
 24036.10000  1132.39000     0.00000     2.99790
 24111.90000  1132.39000     0.00000     2.99740
 24187.70000  1132.39000     0.00000     3.01390
 24263.50000  1132.39000     0.00000     3.04130
 24339.30000  1132.39000     0.00000     3.04330
 24415.10000  1132.39000     0.00000     3.04350
 24491.00000  1132.39000     0.00000     3.03290
 24566.80000  1132.39000     0.00000     3.01870
 24642.60000  1132.39000     0.00000     3.02880
 24718.40000  1132.39000     0.00000     3.01580
 24794.20000  1132.39000     0.00000     3.00830
 24870.00000  1132.39000     0.00000     3.03530
 24945.80000  1132.39000     0.00000     2.99850
 25021.60000  1132.39000     0.00000     3.00720
 25097.40000  1132.39000     0.00000     3.00550
 25173.20000  1132.39000     0.00000     3.02390
 25249.00000  1132.39000     0.00000     3.00060
 25324.80000  1132.39000     0.00000     3.02150
 25400.70000  1132.39000     0.00000     3.00450
 25476.50000  1132.39000     0.00000     3.00440
 25552.30000  1132.39000     0.00000     3.08100
 25628.10000  1132.39000     0.00000     3.01940
 25703.90000  1132.39000     0.00000     3.07120
 25779.70000  1132.39000     0.00000     2.99860
 22363.80000  1132.39000     0.00000     4.51610
 22314.50000  1154.36000     0.00000     2.86690
 22292.50000  1164.13000     0.00000     3.41180
 22262.00000  1177.71000     0.00000     4.50150
 22216.70000  1197.89000     0.00000     5.81980
 22209.60000  1201.06000     0.00000     5.82490
 22216.70000  1208.20000     0.00000     5.62390
 22292.50000  1208.20000     0.00000     3.70840
 22368.30000  1208.20000     0.00000     3.44400
 22444.10000  1208.20000     0.00000     3.23380
 22519.90000  1208.20000     0.00000     3.16680
 22595.70000  1208.20000     0.00000     2.99760
 22671.50000  1208.20000     0.00000     2.99960
 22747.40000  1208.20000     0.00000     3.11480
 22823.20000  1208.20000     0.00000     2.99770
 22899.00000  1208.20000     0.00000     2.99760
 22974.80000  1208.20000     0.00000     2.99850
 23050.60000  1208.20000     0.00000     2.99790
 23126.40000  1208.20000     0.00000     2.99760
 23202.20000  1208.20000     0.00000     3.20980
 23278.00000  1208.20000     0.00000     3.10430
 23353.80000  1208.20000     0.00000     2.99730
 23429.60000  1208.20000     0.00000     2.99740
 23505.40000  1208.20000     0.00000     3.12700
 23581.20000  1208.20000     0.00000     3.18530
 23657.10000  1208.20000     0.00000     3.09380
 23732.90000  1208.20000     0.00000     3.12200
 23808.70000  1208.20000     0.00000     3.08800
 23884.50000  1208.20000     0.00000     3.00810
 23960.30000  1208.20000     0.00000     2.99770
 24036.10000  1208.20000     0.00000     2.99780
 24111.90000  1208.20000     0.00000     2.99770
 24187.70000  1208.20000     0.00000     2.99800
 24263.50000  1208.20000     0.00000     2.99930
 24339.30000  1208.20000     0.00000     2.99820
 24415.10000  1208.20000     0.00000     2.99810
 24491.00000  1208.20000     0.00000     2.99760
 24566.80000  1208.20000     0.00000     3.00220
 24642.60000  1208.20000     0.00000     3.00770
 24718.40000  1208.20000     0.00000     3.02850
 24794.20000  1208.20000     0.00000     3.01450
 24870.00000  1208.20000     0.00000     2.99850
 24945.80000  1208.20000     0.00000     3.00690
 25021.60000  1208.20000     0.00000     3.00400
 25097.40000  1208.20000     0.00000     3.00380
 25173.20000  1208.20000     0.00000     3.00380
 25249.00000  1208.20000     0.00000     3.02110
 25324.80000  1208.20000     0.00000     3.00970
 25400.70000  1208.20000     0.00000     3.00960
 25476.50000  1208.20000     0.00000     3.00330
 25552.30000  1208.20000     0.00000     3.01010
 25628.10000  1208.20000     0.00000     3.01070
 25703.90000  1208.20000     0.00000     3.02900
 25779.70000  1208.20000     0.00000     2.99820
 22193.50000  1208.20000     0.00000     5.17180
 22157.10000  1224.42000     0.00000     4.74560
 22140.90000  1231.64000     0.00000     4.41090
 22104.60000  1247.77000     0.00000     2.85310
 22065.10000  1265.39000     0.00000     5.29180
 22052.20000  1271.13000     0.00000     5.44230
 22065.10000  1284.01000     0.00000     4.46770
 22140.90000  1284.01000     0.00000     3.69330
 22216.70000  1284.01000     0.00000     3.58720
 22292.50000  1284.01000     0.00000     3.38390
 22368.30000  1284.01000     0.00000     3.70030
 22444.10000  1284.01000     0.00000     2.99780
 22519.90000  1284.01000     0.00000     2.99750
 22595.70000  1284.01000     0.00000     2.99780
 22671.50000  1284.01000     0.00000     2.99750
 22747.40000  1284.01000     0.00000     2.99760
 22823.20000  1284.01000     0.00000     2.99890
 22899.00000  1284.01000     0.00000     2.99810
 22974.80000  1284.01000     0.00000     2.99750
