n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        q(m^2/s)
 24642.60000   829.15800     0.00000   240.05080
 24718.40000   829.15800     0.00000   234.69030
 24794.20000   829.15800     0.00000   242.14920
 24870.00000   829.15800     0.00000   313.06690
 24945.80000   829.15800     0.00000   255.16550
 25021.60000   829.15800     0.00000   310.67570
 25097.40000   829.15800     0.00000   241.07560
 25173.20000   829.15800     0.00000   232.55310
 25249.00000   829.15800     0.00000   319.15000
 25324.80000   829.15800     0.00000   232.45100
 25400.70000   829.15800     0.00000   232.82960
 25476.50000   829.15800     0.00000   300.68510
 25552.30000   829.15800     0.00000   257.09560
 25628.10000   829.15800     0.00000   264.82920
 25703.90000   829.15800     0.00000   247.23790
 25779.70000   829.15800     0.00000   234.56530
 23044.90000   829.15800     0.00000   539.68880
 22996.40000   850.75100     0.00000   262.57990
 22974.80000   860.36500     0.00000   235.65530
 22943.90000   874.10500     0.00000   209.19220
 22899.00000   894.11700     0.00000   585.03000
 22891.50000   897.46000     0.00000   568.83230
 22899.00000   904.96600     0.00000   585.03000
 22974.80000   904.96600     0.00000   275.09200
 23050.60000   904.96600     0.00000   206.35370
 23126.40000   904.96600     0.00000   206.36860
 23202.20000   904.96600     0.00000   222.14980
 23278.00000   904.96600     0.00000   253.67110
 23353.80000   904.96600     0.00000   224.80090
 23429.60000   904.96600     0.00000   227.77580
 23505.40000   904.96600     0.00000   301.58150
 23581.20000   904.96600     0.00000   299.28920
 23657.10000   904.96600     0.00000   230.83270
 23732.90000   904.96600     0.00000   231.34660
 23808.70000   904.96600     0.00000   313.85340
 23884.50000   904.96600     0.00000   225.10860
 23960.30000   904.96600     0.00000   224.70740
 24036.10000   904.96600     0.00000   251.59230
 24111.90000   904.96600     0.00000   297.19650
 24187.70000   904.96600     0.00000   243.14560
 24263.50000   904.96600     0.00000   260.09510
 24339.30000   904.96600     0.00000   285.27900
 24415.10000   904.96600     0.00000   259.34600
 24491.00000   904.96600     0.00000   240.32410
 24566.80000   904.96600     0.00000   270.81920
 24642.60000   904.96600     0.00000   267.12000
 24718.40000   904.96600     0.00000   286.32370
 24794.20000   904.96600     0.00000   240.25790
 24870.00000   904.96600     0.00000   288.30430
 24945.80000   904.96600     0.00000   257.68460
 25021.60000   904.96600     0.00000   240.78320
 25097.40000   904.96600     0.00000   307.14920
 25173.20000   904.96600     0.00000   262.64140
 25249.00000   904.96600     0.00000   293.50850
 25324.80000   904.96600     0.00000   272.01290
 25400.70000   904.96600     0.00000   268.16020
 25476.50000   904.96600     0.00000   237.60460
 25552.30000   904.96600     0.00000   256.21530
 25628.10000   904.96600     0.00000   233.23290
 25703.90000   904.96600     0.00000   429.31110
 25779.70000   904.96600     0.00000   234.54540
 22874.60000   904.96600     0.00000   296.97620
 22839.00000   920.81400     0.00000   389.46180
 22823.20000   927.86900     0.00000   390.25140
 22786.60000   944.16800     0.00000   162.93350
 22747.40000   961.62200     0.00000   260.63900
 22734.10000   967.52200     0.00000   305.02900
 22747.40000   980.77500     0.00000   298.29130
 22823.20000   980.77500     0.00000   225.52050
 22899.00000   980.77500     0.00000   205.87570
 22974.80000   980.77500     0.00000   237.61530
 23050.60000   980.77500     0.00000   262.10290
 23126.40000   980.77500     0.00000   218.23770
 23202.20000   980.77500     0.00000   274.99050
 23278.00000   980.77500     0.00000   224.63920
 23353.80000   980.77500     0.00000   292.78280
 23429.60000   980.77500     0.00000   410.25110
 23505.40000   980.77500     0.00000   268.38000
 23581.20000   980.77500     0.00000   231.35620
 23657.10000   980.77500     0.00000   263.86990
 23732.90000   980.77500     0.00000   225.10830
 23808.70000   980.77500     0.00000   224.47900
 23884.50000   980.77500     0.00000   228.88670
 23960.30000   980.77500     0.00000   253.67040
 24036.10000   980.77500     0.00000   272.75080
 24111.90000   980.77500     0.00000   288.61040
 24187.70000   980.77500     0.00000   387.44420
 24263.50000   980.77500     0.00000   266.42900
 24339.30000   980.77500     0.00000   285.60380
 24415.10000   980.77500     0.00000   252.18050
 24491.00000   980.77500     0.00000   265.93930
 24566.80000   980.77500     0.00000   318.85070
 24642.60000   980.77500     0.00000   316.80900
 24718.40000   980.77500     0.00000   336.82910
 24794.20000   980.77500     0.00000   244.74030
 24870.00000   980.77500     0.00000   263.11850
 24945.80000   980.77500     0.00000   233.35630
 25021.60000   980.77500     0.00000   233.04200
 25097.40000   980.77500     0.00000   232.34570
 25173.20000   980.77500     0.00000   273.43130
 25249.00000   980.77500     0.00000   243.71780
 25324.80000   980.77500     0.00000   233.14600
 25400.70000   980.77500     0.00000   232.65860
 25476.50000   980.77500     0.00000   288.80700
 25552.30000   980.77500     0.00000   248.36180
 25628.10000   980.77500     0.00000   282.61930
 25703.90000   980.77500     0.00000   249.60240
 25779.70000   980.77500     0.00000   234.16100
 22704.30000   980.77500     0.00000   383.13450
 22681.60000   990.87600     0.00000   471.08660
 22671.50000   995.37400     0.00000   480.89290
 22629.20000  1014.23000     0.00000   200.23030
 22595.70000  1029.13000     0.00000   256.05110
 22576.70000  1037.58000     0.00000   346.30210
 22595.70000  1056.58000     0.00000   292.94810
 22671.50000  1056.58000     0.00000   208.71150
 22747.40000  1056.58000     0.00000   207.08620
 22823.20000  1056.58000     0.00000   255.39260
 22899.00000  1056.58000     0.00000   229.17340
 22974.80000  1056.58000     0.00000   216.72580
 23050.60000  1056.58000     0.00000   227.43970
 23126.40000  1056.58000     0.00000   228.40250
 23202.20000  1056.58000     0.00000   420.12110
 23278.00000  1056.58000     0.00000   290.13310
 23353.80000  1056.58000     0.00000   222.68330
 23429.60000  1056.58000     0.00000   257.54880
 23505.40000  1056.58000     0.00000   362.00100
 23581.20000  1056.58000     0.00000   225.06690
 23657.10000  1056.58000     0.00000   426.64210
 23732.90000  1056.58000     0.00000   223.78660
 23808.70000  1056.58000     0.00000   224.16580
 23884.50000  1056.58000     0.00000   312.68310
 23960.30000  1056.58000     0.00000   266.70580
 24036.10000  1056.58000     0.00000   318.39000
 24111.90000  1056.58000     0.00000   295.91090
 24187.70000  1056.58000     0.00000   327.42160
 24263.50000  1056.58000     0.00000   293.58440
 24339.30000  1056.58000     0.00000   284.85850
 24415.10000  1056.58000     0.00000   237.63810
 24491.00000  1056.58000     0.00000   295.35320
 24566.80000  1056.58000     0.00000   259.96710
 24642.60000  1056.58000     0.00000   278.93900
 24718.40000  1056.58000     0.00000   231.76910
 24794.20000  1056.58000     0.00000   288.18560
 24870.00000  1056.58000     0.00000   231.94030
 24945.80000  1056.58000     0.00000   423.80070
 25021.60000  1056.58000     0.00000   232.55100
 25097.40000  1056.58000     0.00000   233.78630
 25173.20000  1056.58000     0.00000   233.34340
 25249.00000  1056.58000     0.00000   234.01780
 25324.80000  1056.58000     0.00000   232.48230
 25400.70000  1056.58000     0.00000   254.00880
 25476.50000  1056.58000     0.00000   233.71240
 25552.30000  1056.58000     0.00000   253.95560
 25628.10000  1056.58000     0.00000   265.24950
 25703.90000  1056.58000     0.00000   291.59510
 25779.70000  1056.58000     0.00000   261.16360
 22534.10000  1056.58000     0.00000   379.16000
 22524.30000  1060.94000     0.00000   418.79940
 22519.90000  1062.88000     0.00000   418.79940
 22471.80000  1084.29000     0.00000   346.96430
 22444.10000  1096.63000     0.00000   337.19840
 22419.40000  1107.65000     0.00000   148.21560
 22368.30000  1130.38000     0.00000   318.98880
 22366.90000  1131.00000     0.00000   463.88430
 22368.30000  1132.39000     0.00000   320.70030
 22444.10000  1132.39000     0.00000   229.53790
 22519.90000  1132.39000     0.00000   274.43620
 22595.70000  1132.39000     0.00000   207.03600
 22671.50000  1132.39000     0.00000   207.69870
 22747.40000  1132.39000     0.00000   223.51010
 22823.20000  1132.39000     0.00000   241.88520
 22899.00000  1132.39000     0.00000   221.83530
 22974.80000  1132.39000     0.00000   221.71140
 23050.60000  1132.39000     0.00000   272.67610
 23126.40000  1132.39000     0.00000   262.62200
 23202.20000  1132.39000     0.00000   239.75350
 23278.00000  1132.39000     0.00000   240.72490
 23353.80000  1132.39000     0.00000   272.60040
 23429.60000  1132.39000     0.00000   302.81490
 23505.40000  1132.39000     0.00000   231.88400
 23581.20000  1132.39000     0.00000   294.51720
 23657.10000  1132.39000     0.00000   258.48190
 23732.90000  1132.39000     0.00000   239.78440
 23808.70000  1132.39000     0.00000   343.45370
 23884.50000  1132.39000     0.00000   287.79580
 23960.30000  1132.39000     0.00000   312.89430
 24036.10000  1132.39000     0.00000   239.47240
 24111.90000  1132.39000     0.00000   232.16950
 24187.70000  1132.39000     0.00000   233.32430
 24263.50000  1132.39000     0.00000   384.67090
 24339.30000  1132.39000     0.00000   289.80670
 24415.10000  1132.39000     0.00000   288.94250
 24491.00000  1132.39000     0.00000   265.20350
 24566.80000  1132.39000     0.00000   324.38280
 24642.60000  1132.39000     0.00000   265.51780
 24718.40000  1132.39000     0.00000   333.30920
 24794.20000  1132.39000     0.00000   243.83150
 24870.00000  1132.39000     0.00000   234.30410
 24945.80000  1132.39000     0.00000   232.69880
 25021.60000  1132.39000     0.00000   242.00860
 25097.40000  1132.39000     0.00000   262.60730
 25173.20000  1132.39000     0.00000   267.39180
 25249.00000  1132.39000     0.00000   297.94700
 25324.80000  1132.39000     0.00000   234.90820
 25400.70000  1132.39000     0.00000   231.84440
 25476.50000  1132.39000     0.00000   231.69700
 25552.30000  1132.39000     0.00000   240.93400
 25628.10000  1132.39000     0.00000   249.53250
 25703.90000  1132.39000     0.00000   252.13580
 25779.70000  1132.39000     0.00000   234.79920
 22363.80000  1132.39000     0.00000   460.92080
 22314.50000  1154.36000     0.00000   298.70390
 22292.50000  1164.13000     0.00000     0.00000
 22262.00000  1177.71000     0.00000   207.02270
 22216.70000  1197.89000     0.00000   363.76800
 22209.60000  1201.06000     0.00000   353.42050
 22216.70000  1208.20000     0.00000   354.40880
 22292.50000  1208.20000     0.00000   270.74840
 22368.30000  1208.20000     0.00000   219.61050
 22444.10000  1208.20000     0.00000   412.83330
 22519.90000  1208.20000     0.00000   223.72560
 22595.70000  1208.20000     0.00000   220.94000
 22671.50000  1208.20000     0.00000   404.91900
 22747.40000  1208.20000     0.00000   221.57080
 22823.20000  1208.20000     0.00000   263.04780
 22899.00000  1208.20000     0.00000   225.50170
 22974.80000  1208.20000     0.00000   288.62090
 23050.60000  1208.20000     0.00000   268.96480
 23126.40000  1208.20000     0.00000   243.07960
 23202.20000  1208.20000     0.00000   240.89840
 23278.00000  1208.20000     0.00000   393.84000
 23353.80000  1208.20000     0.00000   231.73610
 23429.60000  1208.20000     0.00000   350.97910
 23505.40000  1208.20000     0.00000   252.82910
 23581.20000  1208.20000     0.00000   236.02640
 23657.10000  1208.20000     0.00000   296.39720
 23732.90000  1208.20000     0.00000   302.91050
 23808.70000  1208.20000     0.00000   305.76630
 23884.50000  1208.20000     0.00000   239.92990
 23960.30000  1208.20000     0.00000   259.07390
 24036.10000  1208.20000     0.00000   319.65260
 24111.90000  1208.20000     0.00000   385.32650
 24187.70000  1208.20000     0.00000   275.01420
 24263.50000  1208.20000     0.00000   233.59110
 24339.30000  1208.20000     0.00000   236.19570
 24415.10000  1208.20000     0.00000   232.16790
 24491.00000  1208.20000     0.00000   305.66650
 24566.80000  1208.20000     0.00000   233.62930
 24642.60000  1208.20000     0.00000   247.82130
 24718.40000  1208.20000     0.00000   272.48650
 24794.20000  1208.20000     0.00000   233.63050
 24870.00000  1208.20000     0.00000   237.46390
 24945.80000  1208.20000     0.00000   395.21330
 25021.60000  1208.20000     0.00000   232.28000
 25097.40000  1208.20000     0.00000   278.69810
 25173.20000  1208.20000     0.00000   232.35190
 25249.00000  1208.20000     0.00000   371.61510
 25324.80000  1208.20000     0.00000   232.34910
 25400.70000  1208.20000     0.00000   233.47100
 25476.50000  1208.20000     0.00000   242.97500
 25552.30000  1208.20000     0.00000   281.27640
 25628.10000  1208.20000     0.00000   231.79570
 25703.90000  1208.20000     0.00000   248.99570
 25779.70000  1208.20000     0.00000   264.69890
 22193.50000  1208.20000     0.00000   336.76150
 22157.10000  1224.42000     0.00000   369.61690
 22140.90000  1231.64000     0.00000   317.39660
 22104.60000  1247.77000     0.00000   313.63520
 22065.10000  1265.39000     0.00000   413.46480
 22052.20000  1271.13000     0.00000   334.15970
 22065.10000  1284.01000     0.00000   386.38340
 22140.90000  1284.01000     0.00000   239.06290
