n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        q(m^2/s)
 24465.10000   196.83200     0.00000   294.17840
 24415.10000   219.07200     0.00000   241.05350
 24412.60000   220.18600     0.00000   240.89150
 24415.10000   222.68800     0.00000   241.05350
 24491.00000   222.68800     0.00000   178.11170
 24566.80000   222.68800     0.00000   216.25910
 24642.60000   222.68800     0.00000   267.42080
 24718.40000   222.68800     0.00000   152.76000
 24794.20000   222.68800     0.00000   202.22650
 24870.00000   222.68800     0.00000   183.03920
 24945.80000   222.68800     0.00000   199.94020
 25021.60000   222.68800     0.00000   272.79830
 25097.40000   222.68800     0.00000   172.87220
 25173.20000   222.68800     0.00000   187.21440
 25249.00000   222.68800     0.00000   150.60810
 25324.80000   222.68800     0.00000   262.15770
 25400.70000   222.68800     0.00000   183.37010
 25476.50000   222.68800     0.00000   149.89940
 25552.30000   222.68800     0.00000   150.87890
 25628.10000   222.68800     0.00000   186.42600
 25703.90000   222.68800     0.00000   151.15150
 25779.70000   222.68800     0.00000   177.97110
 24407.00000   222.68800     0.00000   241.47560
 24360.20000   243.54000     0.00000   215.85410
 24339.30000   252.82400     0.00000     0.00000
 24307.70000   266.89500     0.00000   141.67770
 24263.50000   286.57700     0.00000   297.44080
 24255.30000   290.24900     0.00000   297.18960
 24263.50000   298.49700     0.00000   250.96770
 24339.30000   298.49700     0.00000   153.33320
 24415.10000   298.49700     0.00000   195.45700
 24491.00000   298.49700     0.00000   169.33710
 24566.80000   298.49700     0.00000   154.25740
 24642.60000   298.49700     0.00000   212.23110
 24718.40000   298.49700     0.00000   172.29240
 24794.20000   298.49700     0.00000   259.01290
 24870.00000   298.49700     0.00000   151.04640
 24945.80000   298.49700     0.00000   187.07700
 25021.60000   298.49700     0.00000   150.31150
 25097.40000   298.49700     0.00000   150.55970
 25173.20000   298.49700     0.00000   150.52860
 25249.00000   298.49700     0.00000   163.86800
 25324.80000   298.49700     0.00000   150.38840
 25400.70000   298.49700     0.00000   266.56170
 25476.50000   298.49700     0.00000   150.99530
 25552.30000   298.49700     0.00000   150.67470
 25628.10000   298.49700     0.00000   182.65190
 25703.90000   298.49700     0.00000   151.70350
 25779.70000   298.49700     0.00000   152.54980
 24236.80000   298.49700     0.00000   232.51530
 24202.80000   313.60400     0.00000   143.79520
 24187.70000   320.33000     0.00000     0.00000
 24150.40000   336.95800     0.00000    89.43790
 24111.90000   354.08200     0.00000   223.26340
 24097.90000   360.31200     0.00000   221.69730
 24111.90000   374.30600     0.00000   219.35580
 24187.70000   374.30600     0.00000   173.32950
 24263.50000   374.30600     0.00000   210.24580
 24339.30000   374.30600     0.00000   193.20330
 24415.10000   374.30600     0.00000   154.80200
 24491.00000   374.30600     0.00000   173.04100
 24566.80000   374.30600     0.00000   265.49830
 24642.60000   374.30600     0.00000   192.42630
 24718.40000   374.30600     0.00000   151.21840
 24794.20000   374.30600     0.00000   248.76490
 24870.00000   374.30600     0.00000   150.23990
 24945.80000   374.30600     0.00000   193.55210
 25021.60000   374.30600     0.00000   167.84480
 25097.40000   374.30600     0.00000   173.22800
 25173.20000   374.30600     0.00000   150.17670
 25249.00000   374.30600     0.00000   203.61270
 25324.80000   374.30600     0.00000   151.21640
 25400.70000   374.30600     0.00000   150.74270
 25476.50000   374.30600     0.00000   151.31320
 25552.30000   374.30600     0.00000   259.46540
 25628.10000   374.30600     0.00000   185.13740
 25703.90000   374.30600     0.00000   167.93570
 25779.70000   374.30600     0.00000   217.10610
 24066.50000   374.30600     0.00000   174.85390
 24045.50000   383.66600     0.00000   181.44130
 24036.10000   387.83400     0.00000   265.99920
 23993.00000   407.02000     0.00000   182.48110
 23960.30000   421.58600     0.00000   227.38490
 23940.60000   430.37500     0.00000   260.61710
 23960.30000   450.11400     0.00000   182.59850
 24036.10000   450.11400     0.00000   172.39720
 24111.90000   450.11400     0.00000   185.33320
 24187.70000   450.11400     0.00000   186.64120
 24263.50000   450.11400     0.00000   238.57470
 24339.30000   450.11400     0.00000   148.56410
 24415.10000   450.11400     0.00000   179.83130
 24491.00000   450.11400     0.00000   173.22670
 24566.80000   450.11400     0.00000   166.25300
 24642.60000   450.11400     0.00000   150.21920
 24718.40000   450.11400     0.00000   150.10060
 24794.20000   450.11400     0.00000   161.28140
 24870.00000   450.11400     0.00000   149.99470
 24945.80000   450.11400     0.00000   191.72670
 25021.60000   450.11400     0.00000   179.83910
 25097.40000   450.11400     0.00000   189.44620
 25173.20000   450.11400     0.00000   150.84990
 25249.00000   450.11400     0.00000   151.01420
 25324.80000   450.11400     0.00000   213.78950
 25400.70000   450.11400     0.00000   156.41560
 25476.50000   450.11400     0.00000   151.26390
 25552.30000   450.11400     0.00000   156.98610
 25628.10000   450.11400     0.00000   172.13080
 25703.90000   450.11400     0.00000   162.67310
 25779.70000   450.11400     0.00000   161.63480
 23896.20000   450.11400     0.00000   219.14440
 23888.10000   453.72900     0.00000     0.00000
 23884.50000   455.33800     0.00000   240.17770
 23835.60000   477.08300     0.00000   208.67590
 23808.70000   489.09000     0.00000     0.00000
 23783.20000   500.43700     0.00000    77.00420
 23732.90000   522.84300     0.00000   208.05610
 23730.70000   523.79200     0.00000   208.07700
 23732.90000   525.92300     0.00000   208.07700
 23808.70000   525.92300     0.00000   170.84850
 23884.50000   525.92300     0.00000   228.08490
 23960.30000   525.92300     0.00000   289.91100
 24036.10000   525.92300     0.00000   150.45160
 24111.90000   525.92300     0.00000   170.76620
 24187.70000   525.92300     0.00000   150.76950
 24263.50000   525.92300     0.00000   165.73890
 24339.30000   525.92300     0.00000   154.88380
 24415.10000   525.92300     0.00000   149.57180
 24491.00000   525.92300     0.00000   150.39710
 24566.80000   525.92300     0.00000   165.53790
 24642.60000   525.92300     0.00000   162.65750
 24718.40000   525.92300     0.00000   149.87670
 24794.20000   525.92300     0.00000   149.91880
 24870.00000   525.92300     0.00000   150.09050
 24945.80000   525.92300     0.00000   157.80050
 25021.60000   525.92300     0.00000   206.95680
 25097.40000   525.92300     0.00000   172.76710
 25173.20000   525.92300     0.00000   151.53620
 25249.00000   525.92300     0.00000   151.53750
 25324.80000   525.92300     0.00000   151.53220
 25400.70000   525.92300     0.00000   157.02860
 25476.50000   525.92300     0.00000   151.19720
 25552.30000   525.92300     0.00000   151.64280
 25628.10000   525.92300     0.00000   177.82510
 25703.90000   525.92300     0.00000   186.70720
 25779.70000   525.92300     0.00000   194.78310
 23725.90000   525.92300     0.00000   208.07700
 23678.30000   547.14600     0.00000    66.16170
 23657.10000   556.59500     0.00000     0.00000
 23625.80000   570.50000     0.00000   162.74670
 23581.20000   590.34700     0.00000   209.00250
 23573.40000   593.85400     0.00000   204.26870
 23581.20000   601.73200     0.00000   206.16120
 23657.10000   601.73200     0.00000   153.72410
 23732.90000   601.73200     0.00000   148.22820
 23808.70000   601.73200     0.00000   175.39930
 23884.50000   601.73200     0.00000   148.29440
 23960.30000   601.73200     0.00000   148.73520
 24036.10000   601.73200     0.00000   165.32190
 24111.90000   601.73200     0.00000   280.48760
 24187.70000   601.73200     0.00000   179.71680
 24263.50000   601.73200     0.00000   173.00780
 24339.30000   601.73200     0.00000   161.97470
 24415.10000   601.73200     0.00000   157.90380
 24491.00000   601.73200     0.00000   150.07260
 24566.80000   601.73200     0.00000   149.97410
 24642.60000   601.73200     0.00000   160.18140
 24718.40000   601.73200     0.00000   213.75360
 24794.20000   601.73200     0.00000   151.37190
 24870.00000   601.73200     0.00000   247.81360
 24945.80000   601.73200     0.00000   150.23600
 25021.60000   601.73200     0.00000   150.88880
 25097.40000   601.73200     0.00000   151.89250
 25173.20000   601.73200     0.00000   163.89260
 25249.00000   601.73200     0.00000   209.06100
 25324.80000   601.73200     0.00000   206.93190
 25400.70000   601.73200     0.00000   152.98480
 25476.50000   601.73200     0.00000   154.96470
 25552.30000   601.73200     0.00000   164.52280
 25628.10000   601.73200     0.00000   162.19310
 25703.90000   601.73200     0.00000   157.74120
 25779.70000   601.73200     0.00000   165.80720
 23555.70000   601.73200     0.00000   220.23160
 23520.90000   617.20800     0.00000     0.00000
 23505.40000   624.09900     0.00000    27.23680
 23468.50000   640.56300     0.00000   229.97280
 23429.60000   657.85100     0.00000   225.95360
 23416.00000   663.91700     0.00000   298.92210
 23429.60000   677.54000     0.00000   236.89390
 23505.40000   677.54000     0.00000   157.69460
 23581.20000   677.54000     0.00000   159.64540
 23657.10000   677.54000     0.00000   209.69820
 23732.90000   677.54000     0.00000   151.52160
 23808.70000   677.54000     0.00000   218.83510
 23884.50000   677.54000     0.00000   192.66760
 23960.30000   677.54000     0.00000   194.46610
 24036.10000   677.54000     0.00000   181.80650
 24111.90000   677.54000     0.00000   149.69540
 24187.70000   677.54000     0.00000   154.89710
 24263.50000   677.54000     0.00000   152.45790
 24339.30000   677.54000     0.00000   149.94950
 24415.10000   677.54000     0.00000   149.79140
 24491.00000   677.54000     0.00000   150.13150
 24566.80000   677.54000     0.00000   169.72340
 24642.60000   677.54000     0.00000   215.78040
 24718.40000   677.54000     0.00000   182.64530
 24794.20000   677.54000     0.00000   155.60290
 24870.00000   677.54000     0.00000   168.38100
 24945.80000   677.54000     0.00000   161.49140
 25021.60000   677.54000     0.00000   174.10810
 25097.40000   677.54000     0.00000   166.37310
 25173.20000   677.54000     0.00000   151.53940
 25249.00000   677.54000     0.00000   163.55390
 25324.80000   677.54000     0.00000   164.91860
 25400.70000   677.54000     0.00000   165.31410
 25476.50000   677.54000     0.00000   182.59250
 25552.30000   677.54000     0.00000   176.16020
 25628.10000   677.54000     0.00000   216.59800
 25703.90000   677.54000     0.00000   171.53050
 25779.70000   677.54000     0.00000   209.76590
 23385.40000   677.54000     0.00000   189.10670
 23363.60000   687.27100     0.00000   214.84140
 23353.80000   691.60300     0.00000   206.84780
 23311.10000   710.62500     0.00000   137.91260
 23278.00000   725.35600     0.00000   211.35470
 23258.60000   733.97900     0.00000   217.03180
 23278.00000   753.34900     0.00000   193.63470
 23353.80000   753.34900     0.00000   195.47360
 23429.60000   753.34900     0.00000   163.37660
 23505.40000   753.34900     0.00000   192.09110
 23581.20000   753.34900     0.00000   158.77480
 23657.10000   753.34900     0.00000   191.91480
 23732.90000   753.34900     0.00000   280.12190
 23808.70000   753.34900     0.00000   191.48670
 23884.50000   753.34900     0.00000   266.09010
 23960.30000   753.34900     0.00000   149.68140
 24036.10000   753.34900     0.00000   150.37520
 24111.90000   753.34900     0.00000   193.07920
 24187.70000   753.34900     0.00000   172.93350
 24263.50000   753.34900     0.00000   152.28000
 24339.30000   753.34900     0.00000   190.50730
 24415.10000   753.34900     0.00000   149.77780
 24491.00000   753.34900     0.00000   168.58490
 24566.80000   753.34900     0.00000   150.49110
 24642.60000   753.34900     0.00000   150.36430
 24718.40000   753.34900     0.00000   150.93800
 24794.20000   753.34900     0.00000   150.51970
 24870.00000   753.34900     0.00000   173.29610
 24945.80000   753.34900     0.00000   150.83290
 25021.60000   753.34900     0.00000   164.84420
 25097.40000   753.34900     0.00000   220.29730
 25173.20000   753.34900     0.00000   156.74800
 25249.00000   753.34900     0.00000   157.48460
 25324.80000   753.34900     0.00000   156.83960
 25400.70000   753.34900     0.00000   184.47540
 25476.50000   753.34900     0.00000   157.38900
 25552.30000   753.34900     0.00000   182.24410
 25628.10000   753.34900     0.00000   176.54110
 25703.90000   753.34900     0.00000   162.00510
 25779.70000   753.34900     0.00000   160.55190
 23215.10000   753.34900     0.00000   213.97030
 23206.20000   757.33400     0.00000   173.33030
 23202.20000   759.10800     0.00000   173.33030
 23153.70000   780.68800     0.00000     0.00000
 23126.40000   792.86000     0.00000   216.08550
 23101.30000   804.04200     0.00000    74.61790
 23050.60000   826.61300     0.00000   240.47380
 23048.80000   827.39700     0.00000   240.47380
 23050.60000   829.15800     0.00000   357.05190
 23126.40000   829.15800     0.00000   175.57640
 23202.20000   829.15800     0.00000   233.98840
 23278.00000   829.15800     0.00000   147.55410
 23353.80000   829.15800     0.00000   171.63140
 23429.60000   829.15800     0.00000   148.71830
 23505.40000   829.15800     0.00000   151.68130
 23581.20000   829.15800     0.00000   177.84720
 23657.10000   829.15800     0.00000   168.58400
 23732.90000   829.15800     0.00000   212.34970
 23808.70000   829.15800     0.00000   149.75280
 23884.50000   829.15800     0.00000   150.40000
 23960.30000   829.15800     0.00000   199.75410
 24036.10000   829.15800     0.00000   150.09260
 24111.90000   829.15800     0.00000   151.83080
 24187.70000   829.15800     0.00000   153.34360
 24263.50000   829.15800     0.00000   151.74050
 24339.30000   829.15800     0.00000   165.93640
 24415.10000   829.15800     0.00000   207.87110
 24491.00000   829.15800     0.00000   151.11800
 24566.80000   829.15800     0.00000   153.74120
 24642.60000   829.15800     0.00000   150.77950
 24718.40000   829.15800     0.00000   151.08280
 24794.20000   829.15800     0.00000   158.78440
 24870.00000   829.15800     0.00000   193.03240
 24945.80000   829.15800     0.00000   162.47770
 25021.60000   829.15800     0.00000   161.00980
 25097.40000   829.15800     0.00000   188.00050
 25173.20000   829.15800     0.00000   173.55970
 25249.00000   829.15800     0.00000   160.70610
 25324.80000   829.15800     0.00000   195.26250
 25400.70000   829.15800     0.00000   156.38400
 25476.50000   829.15800     0.00000   164.95030
 25552.30000   829.15800     0.00000   182.05590
 25628.10000   829.15800     0.00000   258.28960
 25703.90000   829.15800     0.00000   187.49660
 25779.70000   829.15800     0.00000   190.10830
 23044.90000   829.15800     0.00000   357.05190
 22996.40000   850.75100     0.00000   286.73820
 22974.80000   860.36500     0.00000   168.08540
 22943.90000   874.10500     0.00000    81.08170
 22899.00000   894.11700     0.00000   182.68080
 22891.50000   897.46000     0.00000   292.38820
 22899.00000   904.96600     0.00000   292.29450
 22974.80000   904.96600     0.00000   282.90300
 23050.60000   904.96600     0.00000   147.83870
 23126.40000   904.96600     0.00000   219.17660
 23202.20000   904.96600     0.00000   147.53390
 23278.00000   904.96600     0.00000   157.76550
 23353.80000   904.96600     0.00000   188.13940
 23429.60000   904.96600     0.00000   167.72310
 23505.40000   904.96600     0.00000   173.74770
 23581.20000   904.96600     0.00000   254.97150
 23657.10000   904.96600     0.00000   167.96210
 23732.90000   904.96600     0.00000   157.23160
 23808.70000   904.96600     0.00000   149.99210
 23884.50000   904.96600     0.00000   150.73970
 23960.30000   904.96600     0.00000   166.36120
 24036.10000   904.96600     0.00000   168.02020
 24111.90000   904.96600     0.00000   155.67690
 24187.70000   904.96600     0.00000   152.39450
 24263.50000   904.96600     0.00000   151.09230
 24339.30000   904.96600     0.00000   153.80010
 24415.10000   904.96600     0.00000   159.09150
 24491.00000   904.96600     0.00000   166.52210
 24566.80000   904.96600     0.00000   151.86270
 24642.60000   904.96600     0.00000   151.13970
 24718.40000   904.96600     0.00000   182.72680
 24794.20000   904.96600     0.00000   161.22860
 24870.00000   904.96600     0.00000   185.87990
 24945.80000   904.96600     0.00000   170.24880
 25021.60000   904.96600     0.00000   156.76700
 25097.40000   904.96600     0.00000   164.98710
 25173.20000   904.96600     0.00000   203.56780
 25249.00000   904.96600     0.00000   183.83940
 25324.80000   904.96600     0.00000   157.20630
 25400.70000   904.96600     0.00000   161.56380
 25476.50000   904.96600     0.00000   165.60820
 25552.30000   904.96600     0.00000   172.67770
 25628.10000   904.96600     0.00000   161.78450
 25703.90000   904.96600     0.00000   277.47810
 25779.70000   904.96600     0.00000   196.73650
 22874.60000   904.96600     0.00000   241.60040
 22839.00000   920.81400     0.00000   300.87770
 22823.20000   927.86900     0.00000   341.16390
 22786.60000   944.16800     0.00000   503.40050
 22747.40000   961.62200     0.00000   309.82340
 22734.10000   967.52200     0.00000   275.90910
 22747.40000   980.77500     0.00000   223.44290
 22823.20000   980.77500     0.00000   213.93030
 22899.00000   980.77500     0.00000   169.73440
 22974.80000   980.77500     0.00000   147.77470
 23050.60000   980.77500     0.00000   174.69550
 23126.40000   980.77500     0.00000   196.19690
 23202.20000   980.77500     0.00000   206.44340
 23278.00000   980.77500     0.00000   161.56540
 23353.80000   980.77500     0.00000   187.11300
 23429.60000   980.77500     0.00000   166.84540
 23505.40000   980.77500     0.00000   186.52310
 23581.20000   980.77500     0.00000   150.78710
 23657.10000   980.77500     0.00000   272.11830
 23732.90000   980.77500     0.00000   150.55580
 23808.70000   980.77500     0.00000   173.61480
 23884.50000   980.77500     0.00000   151.56370
 23960.30000   980.77500     0.00000   169.36520
 24036.10000   980.77500     0.00000   189.07890
 24111.90000   980.77500     0.00000   151.66240
 24187.70000   980.77500     0.00000   155.93330
 24263.50000   980.77500     0.00000   184.48100
 24339.30000   980.77500     0.00000   170.57600
 24415.10000   980.77500     0.00000   152.41330
 24491.00000   980.77500     0.00000   152.19410
 24566.80000   980.77500     0.00000   152.71340
 24642.60000   980.77500     0.00000   184.74560
 24718.40000   980.77500     0.00000   161.02270
 24794.20000   980.77500     0.00000   190.00670
 24870.00000   980.77500     0.00000   186.72210
 24945.80000   980.77500     0.00000   160.72270
 25021.60000   980.77500     0.00000   178.41910
 25097.40000   980.77500     0.00000   254.90800
 25173.20000   980.77500     0.00000   159.72820
 25249.00000   980.77500     0.00000   161.45930
 25324.80000   980.77500     0.00000   185.70930
 25400.70000   980.77500     0.00000   160.32870
 25476.50000   980.77500     0.00000   188.74540
 25552.30000   980.77500     0.00000   262.70370
 25628.10000   980.77500     0.00000   160.90450
 25703.90000   980.77500     0.00000   205.01660
 25779.70000   980.77500     0.00000   179.07050
 22704.30000   980.77500     0.00000   242.52660
 22681.60000   990.87600     0.00000   255.06060
 22671.50000   995.37400     0.00000   281.31800
 22629.20000  1014.23000     0.00000   155.74550
 22595.70000  1029.13000     0.00000   227.60990
 22576.70000  1037.58000     0.00000   256.02500
 22595.70000  1056.58000     0.00000   198.66360
 22671.50000  1056.58000     0.00000   278.24240
 22747.40000  1056.58000     0.00000   154.16910
 22823.20000  1056.58000     0.00000   208.25280
 22899.00000  1056.58000     0.00000   188.53500
 22974.80000  1056.58000     0.00000   198.96370
 23050.60000  1056.58000     0.00000   160.80120
 23126.40000  1056.58000     0.00000   162.61620
 23202.20000  1056.58000     0.00000   151.32160
 23278.00000  1056.58000     0.00000   196.56850
 23353.80000  1056.58000     0.00000   159.15350
 23429.60000  1056.58000     0.00000   150.90040
 23505.40000  1056.58000     0.00000   149.70540
 23581.20000  1056.58000     0.00000   150.57440
 23657.10000  1056.58000     0.00000   150.58930
 23732.90000  1056.58000     0.00000   151.26760
 23808.70000  1056.58000     0.00000   151.31870
 23884.50000  1056.58000     0.00000   163.75930
 23960.30000  1056.58000     0.00000   265.33420
 24036.10000  1056.58000     0.00000   171.21530
 24111.90000  1056.58000     0.00000   152.68640
 24187.70000  1056.58000     0.00000   266.92070
 24263.50000  1056.58000     0.00000   152.08320
 24339.30000  1056.58000     0.00000   151.49190
 24415.10000  1056.58000     0.00000   182.51700
 24491.00000  1056.58000     0.00000   162.68680
 24566.80000  1056.58000     0.00000   161.87800
 24642.60000  1056.58000     0.00000   201.91840
 24718.40000  1056.58000     0.00000   170.69760
 24794.20000  1056.58000     0.00000   160.62250
 24870.00000  1056.58000     0.00000   274.93550
 24945.80000  1056.58000     0.00000   213.61770
 25021.60000  1056.58000     0.00000   249.76320
 25097.40000  1056.58000     0.00000   160.94320
 25173.20000  1056.58000     0.00000   160.80530
 25249.00000  1056.58000     0.00000   160.76600
 25324.80000  1056.58000     0.00000   159.43550
 25400.70000  1056.58000     0.00000   247.65110
 25476.50000  1056.58000     0.00000   161.37540
 25552.30000  1056.58000     0.00000   161.51230
 25628.10000  1056.58000     0.00000   179.57830
 25703.90000  1056.58000     0.00000   161.25160
 25779.70000  1056.58000     0.00000   166.12780
 22534.10000  1056.58000     0.00000   238.54060
 22524.30000  1060.94000     0.00000   258.44780
 22519.90000  1062.88000     0.00000   258.44780
 22471.80000  1084.29000     0.00000   275.54150
 22444.10000  1096.63000     0.00000   120.01110
 22419.40000  1107.65000     0.00000   136.26020
 22368.30000  1130.38000     0.00000   209.93090
 22366.90000  1131.00000     0.00000   210.19570
 22368.30000  1132.39000     0.00000   211.65780
 22444.10000  1132.39000     0.00000   176.22650
 22519.90000  1132.39000     0.00000   150.54570
 22595.70000  1132.39000     0.00000   147.41720
 22671.50000  1132.39000     0.00000   155.67020
 22747.40000  1132.39000     0.00000   157.96940
 22823.20000  1132.39000     0.00000   168.63030
 22899.00000  1132.39000     0.00000   174.04540
 22974.80000  1132.39000     0.00000   149.16410
 23050.60000  1132.39000     0.00000   152.94790
 23126.40000  1132.39000     0.00000   218.32170
 23202.20000  1132.39000     0.00000   189.32870
 23278.00000  1132.39000     0.00000   185.09750
 23353.80000  1132.39000     0.00000   159.22080
 23429.60000  1132.39000     0.00000   168.58790
 23505.40000  1132.39000     0.00000   191.19120
 23581.20000  1132.39000     0.00000   163.18380
 23657.10000  1132.39000     0.00000   197.72130
 23732.90000  1132.39000     0.00000   163.91670
 23808.70000  1132.39000     0.00000   260.22810
 23884.50000  1132.39000     0.00000   152.04450
 23960.30000  1132.39000     0.00000   256.44360
 24036.10000  1132.39000     0.00000   151.31540
 24111.90000  1132.39000     0.00000   174.23000
 24187.70000  1132.39000     0.00000   152.29020
 24263.50000  1132.39000     0.00000   256.58600
 24339.30000  1132.39000     0.00000   201.82450
 24415.10000  1132.39000     0.00000   206.96130
 24491.00000  1132.39000     0.00000   154.14950
 24566.80000  1132.39000     0.00000   184.63530
 24642.60000  1132.39000     0.00000   162.58870
 24718.40000  1132.39000     0.00000   161.06710
 24794.20000  1132.39000     0.00000   205.46770
 24870.00000  1132.39000     0.00000   186.23490
 24945.80000  1132.39000     0.00000   157.58090
 25021.60000  1132.39000     0.00000   159.98210
 25097.40000  1132.39000     0.00000   276.08680
 25173.20000  1132.39000     0.00000   189.56280
 25249.00000  1132.39000     0.00000   157.34880
 25324.80000  1132.39000     0.00000   172.38560
 25400.70000  1132.39000     0.00000   274.16280
 25476.50000  1132.39000     0.00000   160.03140
 25552.30000  1132.39000     0.00000   200.01750
 25628.10000  1132.39000     0.00000   158.48280
 25703.90000  1132.39000     0.00000   162.61810
 25779.70000  1132.39000     0.00000   160.43370
 22363.80000  1132.39000     0.00000   207.71300
 22314.50000  1154.36000     0.00000   180.74520
 22292.50000  1164.13000     0.00000   172.96100
 22262.00000  1177.71000     0.00000   231.57990
 22216.70000  1197.89000     0.00000   284.25340
 22209.60000  1201.06000     0.00000   284.50250
 22216.70000  1208.20000     0.00000   269.80610
 22292.50000  1208.20000     0.00000   173.04410
 22368.30000  1208.20000     0.00000   159.96980
 22444.10000  1208.20000     0.00000   171.20230
 22519.90000  1208.20000     0.00000   158.15000
 22595.70000  1208.20000     0.00000   148.68000
 22671.50000  1208.20000     0.00000   186.51360
 22747.40000  1208.20000     0.00000   205.16410
 22823.20000  1208.20000     0.00000   149.16530
 22899.00000  1208.20000     0.00000   169.24860
 22974.80000  1208.20000     0.00000   166.86320
 23050.60000  1208.20000     0.00000   203.28580
 23126.40000  1208.20000     0.00000   151.32200
 23202.20000  1208.20000     0.00000   151.16220
 23278.00000  1208.20000     0.00000   200.21710
 23353.80000  1208.20000     0.00000   151.40240
 23429.60000  1208.20000     0.00000   163.98180
 23505.40000  1208.20000     0.00000   159.86390
 23581.20000  1208.20000     0.00000   204.77420
 23657.10000  1208.20000     0.00000   156.25490
 23732.90000  1208.20000     0.00000   157.08910
 23808.70000  1208.20000     0.00000   152.99830
 23884.50000  1208.20000     0.00000   177.78760
 23960.30000  1208.20000     0.00000   250.90850
 24036.10000  1208.20000     0.00000   166.89970
 24111.90000  1208.20000     0.00000   191.19740
 24187.70000  1208.20000     0.00000   187.37130
 24263.50000  1208.20000     0.00000   219.70060
 24339.30000  1208.20000     0.00000   268.09320
 24415.10000  1208.20000     0.00000   180.38820
 24491.00000  1208.20000     0.00000   179.87780
 24566.80000  1208.20000     0.00000   203.60630
 24642.60000  1208.20000     0.00000   187.31850
 24718.40000  1208.20000     0.00000   185.30950
 24794.20000  1208.20000     0.00000   198.19010
 24870.00000  1208.20000     0.00000   186.45850
 24945.80000  1208.20000     0.00000   169.16710
 25021.60000  1208.20000     0.00000   172.64850
 25097.40000  1208.20000     0.00000   161.90900
 25173.20000  1208.20000     0.00000   170.78130
 25249.00000  1208.20000     0.00000   161.90450
 25324.80000  1208.20000     0.00000   159.44950
 25400.70000  1208.20000     0.00000   195.10370
 25476.50000  1208.20000     0.00000   204.01880
 25552.30000  1208.20000     0.00000   160.27640
 25628.10000  1208.20000     0.00000   160.03570
 25703.90000  1208.20000     0.00000   163.11780
 25779.70000  1208.20000     0.00000   162.49780
 22193.50000  1208.20000     0.00000   258.18590
 22157.10000  1224.42000     0.00000   241.03470
 22140.90000  1231.64000     0.00000   217.14860
 22104.60000  1247.77000     0.00000   148.64720
 22065.10000  1265.39000     0.00000   265.41630
 22052.20000  1271.13000     0.00000   298.74790
 22065.10000  1284.01000     0.00000   212.27440
 22140.90000  1284.01000     0.00000   204.75070
 22216.70000  1284.01000     0.00000   262.19010
 22292.50000  1284.01000     0.00000   211.07700
 22368.30000  1284.01000     0.00000   168.63560
 22444.10000  1284.01000     0.00000   175.45680
 22519.90000  1284.01000     0.00000   193.00400
 22595.70000  1284.01000     0.00000   149.17740
 22671.50000  1284.01000     0.00000   149.03570
 22747.40000  1284.01000     0.00000   211.50860
 22823.20000  1284.01000     0.00000   149.92140
 22899.00000  1284.01000     0.00000   202.55580
 22974.80000  1284.01000     0.00000   196.30510
 23050.60000  1284.01000     0.00000   157.44440
 23126.40000  1284.01000     0.00000   196.30830
 23202.20000  1284.01000     0.00000   272.23690
 23278.00000  1284.01000     0.00000   151.35060
 23353.80000  1284.01000     0.00000   151.53460
